# 字 7500-8999
 7500 | overtake                       | 追上                             | 🏃        | chunks=['o', 'ver', 'ta', 'ke'] | py=ㄛ-ㄈㄜ-ㄊㄝ-ㄎㄟ | theme=directions | stage=3
 8454 | conspiracy                     | 陰謀                             | 🏃        | chunks=['con', 'spi', 'ra', 'cy'] | py=ㄎㄚㄣ-ㄙㄆㄞ-ㄌㄚ-ㄒㄧ | theme=actions | stage=4
 8455 | constituent                    | 組成的選民，選舉人                      | 🏛️       | chunks=['con', 'sti', 'tuent'] | py=ㄎㄚㄣ-ㄙㄊㄜ-ㄊㄩㄋㄊ | theme=politics | stage=4
 8456 | consultation                   | 諮詢                             | 🎓        | chunks=['con', 'sul', 'ta', 'tion'] | py=ㄎㄚㄣ-ㄙㄜ-ㄊㄝ-ㄒㄣ | theme=academic-words | stage=4 base=consult
 8457 | consumption                    | 消耗                             | 🎓        | chunks=['con', 'sum', 'ption'] | py=ㄎㄚㄣ-ㄙㄚ-ㄆㄒㄣ | theme=academic-words | stage=4
 8458 | contemplation                  | 沈思                             | 🎓        | chunks=['con', 'tem', 'pla', 'tion'] | py=ㄎㄚㄣ-ㄊㄣ-ㄆㄌㄚ-ㄒㄣ | theme=academic-words | stage=4
 8459 | contestant                     | 競爭者                            | 🎨        | chunks=['con', 'tes', 'tant'] | py=ㄎㄚㄣ-ㄊㄝㄙ-ㄊㄣㄊ | theme=adjectives | stage=4
 8460 | contradiction                  | 矛盾                             | 🎓        | chunks=['con', 'tra', 'dic', 'tion'] | py=ㄎㄚㄣ-ㄊㄌㄚ-ㄉㄧㄎ-ㄒㄣ | theme=academic-words | stage=4
 8461 | controversial                  | 有爭議的、引起爭論的                     | 🎨        | chunks=['con', 'tro', 'ver', 'sial'] | py=ㄎㄚㄣ-ㄊㄌㄛ-ㄈㄜ-ㄙㄧㄚㄌ | theme=adjectives | stage=4
 8462 | cordial                        | 熱忱的                            | 🎨        | chunks=['cor', 'dial'] | py=ㄎㄛ-ㄉㄧㄚㄌ | theme=adjectives | stage=4
 8463 | corps                          | 兵團                             | 🏃        | chunks=['c', 'orps'] | py=ㄒㄧ-ㄛㄜㄆㄙ | theme=actions | stage=4
 8464 | corpse                         | 屍體                             | 🏃        | chunks=['cor', 'pse'] | py=ㄎㄛ-ㄆㄙㄝ | theme=actions | stage=4
 8465 | cosmetic                       | 化妝用的                           | 🎨        | chunks=['cos', 'me', 'tic'] | py=ㄎㄚㄙ-ㄇㄝ-ㄊㄧㄎ | theme=adjectives | stage=4
 8466 | cosmetics                      | 化妝品                            | 🏃        | chunks=['cos', 'me', 'tics'] | py=ㄎㄚㄙ-ㄇㄝ-ㄊㄧㄎㄙ | theme=actions | stage=4
 8467 | cosmopolitan                   | 世界性的                           | 🎨        | chunks=['cos', 'mo', 'po', 'li', 'tan'] | py=ㄎㄚㄙ-ㄇㄛ-ㄆㄛ-ㄌㄧ-ㄊㄢ | theme=adjectives | stage=4
 8468 | counterpart                    | 對應的人                           | 🏃        | chunks=['coun', 'ter', 'part'] | py=ㄎㄠㄣ-ㄊㄜ-ㄆㄚㄦㄊ | theme=actions | stage=4
 8469 | coverage                       | 覆蓋範圍                           | 🏃        | chunks=['co', 've', 'ra', 'ge'] | py=ㄎㄛ-ㄈㄜ-ㄌㄚ-ㄐㄧ | theme=actions | stage=4
 8470 | covet                          | 垂涎                             | 🏃        | chunks=['co', 'vet'] | py=ㄎㄛ-ㄈㄝ | theme=actions | stage=4
 8471 | credibility                    | 可信度                            | 🎓        | chunks=['cre', 'di', 'bi', 'li', 'ty'] | py=ㄎㄌㄧ-ㄉㄧ-ㄅㄞ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=4
 8472 | credible                       | 可信的                            | 🎨        | chunks=['cre', 'dib', 'le'] | py=ㄎㄌㄧ-ㄉㄧㄅ-ㄌㄧ | theme=adjectives | stage=4
 8473 | criterion                      | 標準                             | 🏃        | chunks=['cri', 'te', 'rion'] | py=ㄎㄌㄞ-ㄊㄧ-ㄖㄧㄛㄋ | theme=actions | stage=4
 8474 | crook                          | 騙子、彎處                          | 🏃        | chunks=['cr', 'ook'] | py=ㄎㄖ-ㄨㄎ | theme=actions | stage=4
 8475 | crooked                        | 歪的                             | 🎨        | chunks=['croo', 'ked'] | py=ㄎㄖㄨ-ㄎㄝㄉ | theme=adjectives | stage=4
 8476 | cruiser                        | 遊艇                             | 🚗        | chunks=['crui', 'ser'] | py=ㄎㄖㄨ-ㄗㄜ | theme=transportation | stage=4
 8477 | crumb                          | 麵包屑                            | 🍞        | chunks=['cr', 'umb'] | py=ㄎㄖ-ㄚㄇㄅ | theme=food | stage=4
 8478 | crumble                        | 粉碎                             | 🏃        | chunks=['crum', 'ble'] | py=ㄎㄖㄚㄇ-ㄅㄜ | theme=actions | stage=4
 8479 | crust                          | 派餅皮                            | 🥧        | chunks=['cr', 'ust'] | py=ㄎㄖ-ㄚㄙㄊ | theme=desserts | stage=4
 8480 | cultivate                      | 培育                             | 🏃        | chunks=['cul', 'ti', 'va', 'te'] | py=ㄎㄦ-ㄊㄜ-ㄈㄚ-ㄊㄧ | theme=actions | stage=4
 8481 | cumulative                     | 累計的                            | 🎨        | chunks=['cu', 'mu', 'la', 'ti', 've'] | py=ㄎㄧㄨ-ㄇㄧㄨ-ㄌㄚ-ㄊㄜ-ㄈㄜ | theme=adjectives | stage=4
 8482 | customary                      | 合乎習俗的                          | 🎨        | chunks=['cus', 'to', 'ma', 'ry'] | py=ㄎㄚㄙ-ㄊㄛ-ㄇㄚ-ㄌㄧ | theme=adjectives | stage=4
 8483 | daffodil                       | 黃水仙                            | 🌼        | chunks=['daf', 'fo', 'dil'] | py=ㄉㄚㄈ-ㄈㄜ-ㄉㄧ | theme=drinks | stage=4
 8484 | dandruff                       | 頭皮屑                            | 💆        | chunks=['dan', 'druff'] | py=ㄉㄢ-ㄉㄖㄚㄈㄈ | theme=body | stage=4
 8485 | daybreak                       | 黎明                             | 🏃        | chunks=['dayb', 'reak'] | py=ㄉㄟㄅ-ㄖㄧㄎ | theme=time | stage=4
 8486 | deadly                         | 致命的                            | 🎨        | chunks=['dead', 'ly'] | py=ㄉㄝㄉ-ㄌㄧ | theme=adjectives | stage=4
 8487 | decent                         | 正派的                            | 👍        | chunks=['de', 'cent'] | py=ㄉㄧ-ㄙㄣㄊ | theme=desserts | stage=4
 8488 | decisive                       | 決定性的                           | 🎨        | chunks=['de', 'ci', 'si', 've'] | py=ㄉㄧ-ㄙㄜ-ㄗㄜ-ㄈㄜ | theme=adjectives | stage=4
 8489 | dedicate                       | 奉獻                             | 🏃        | chunks=['de', 'di', 'ca', 'te'] | py=ㄉㄧ-ㄉㄧ-ㄎㄚ-ㄊㄧ | theme=actions | stage=4
 8490 | dedication                     | 奉獻                             | 🎓        | chunks=['de', 'di', 'ca', 'tion'] | py=ㄉㄧ-ㄉㄧ-ㄎㄚ-ㄒㄣ | theme=academic-words | stage=4
 8491 | deem                           | 認為                             | 🏃        | chunks=['d', 'eem'] | py=ㄉㄧ-ㄧㄇ | theme=actions | stage=4
 8492 | defect                         | 缺點                             | 🏃        | chunks=['de', 'fect'] | py=ㄉㄧ-ㄈㄝㄎㄊ | theme=actions | stage=4
 8493 | degrade                        | 使降級                            | 🏃        | chunks=['deg', 'ra', 'de'] | py=ㄉㄝㄍ-ㄌㄚ-ㄉㄧ | theme=actions | stage=4
 8494 | delinquent                     | 有過失的                           | 🎨        | chunks=['de', 'lin', 'quent'] | py=ㄉㄧ-ㄌㄧ-ㄎㄨㄣㄊ | theme=adjectives | stage=4
 8495 | denounce                       | 譴責                             | 🏃        | chunks=['de', 'noun', 'ce'] | py=ㄉㄧ-ㄋㄠㄋ-ㄙㄜ | theme=actions | stage=4
 8496 | depict                         | 描畫                             | 🎨        | chunks=['de', 'pict'] | py=ㄉㄧ-ㄆㄧㄎㄊ | theme=art | stage=4
 8497 | deprive                        | 剝奪                             | 🎨        | chunks=['dep', 'ri', 've'] | py=ㄉㄝ-ㄌㄧ-ㄈㄜ | theme=adjectives | stage=4
 8498 | descend                        | 下來                             | 🏃        | chunks=['des', 'cend'] | py=ㄉㄧ-ㄎㄝㄋㄉ | theme=directions | stage=4
 8499 | descent                        | 下降                             | 🎨        | chunks=['des', 'cent'] | py=ㄉㄧ-ㄙㄣㄊ | theme=adjectives | stage=4
 8500 | designate                      | 指定                             | 🏃        | chunks=['de', 'sig', 'na', 'te'] | py=ㄉㄧ-ㄒㄧㄍ-ㄋㄚ-ㄊㄧ | theme=actions | stage=4
 8501 | destined                       | 命中注定的                          | 🎨        | chunks=['des', 'ti', 'ned'] | py=ㄉㄧ-ㄊㄜ-ㄋㄝㄉ | theme=adjectives | stage=4
 8502 | detach                         | 分開                             | 🏃        | chunks=['de', 'tach'] | py=ㄉㄧ-ㄊㄚㄑ | theme=actions | stage=4
 8503 | deter                          | 威懾住                            | 🏃        | chunks=['de', 'ter'] | py=ㄉㄧ-ㄊㄜ | theme=actions | stage=4
 8504 | detergent                      | 洗潔劑                            | 🎨        | chunks=['de', 'ter', 'gent'] | py=ㄉㄧ-ㄊㄜ-ㄐㄣㄊ | theme=adjectives | stage=4
 8505 | deteriorate                    | 惡化                             | 🏃        | chunks=['de', 'te', 'rio', 'ra', 'te'] | py=ㄉㄧ-ㄊㄧ-ㄖㄧㄛ-ㄌㄚ-ㄊㄧ | theme=actions | stage=4
 8506 | devalue                        | 降低...的價值                       | 🏃        | chunks=['de', 'va', 'lue'] | py=ㄉㄧ-ㄈㄚ-ㄌㄩ | theme=actions | stage=4
 8507 | diagram                        | 圖表                             | 🏃        | chunks=['diag', 'ram'] | py=ㄉㄧㄚㄍ-ㄌㄚ | theme=actions | stage=4
 8508 | dictate                        | 口授                             | 🏃        | chunks=['dic', 'ta', 'te'] | py=ㄉㄧㄎ-ㄊㄝ-ㄊㄧ | theme=actions | stage=4
 8509 | dictation                      | 聽寫                             | 🎓        | chunks=['dic', 'ta', 'tion'] | py=ㄉㄧㄎ-ㄊㄝ-ㄒㄣ | theme=academic-words | stage=4
 8510 | dictator                       | 獨裁者                            | 👨‍⚕️     | chunks=['dic', 'ta', 'tor'] | py=ㄉㄧㄎ-ㄊㄝ-ㄊㄜ | theme=jobs | stage=4
 8511 | dilemma                        | 進退兩難                           | 🏃        | chunks=['di', 'lem', 'ma'] | py=ㄉㄧ-ㄅㄌㄣ-ㄇㄚ | theme=actions | stage=4
 8512 | directory                      | 電話號碼簿                          | 🎨        | chunks=['di', 'rec', 'to', 'ry'] | py=ㄉㄧ-ㄌㄝ-ㄊㄛ-ㄌㄧ | theme=adjectives | stage=4
 8513 | disability                     | 無能                             | 🎓        | chunks=['di', 'sa', 'bi', 'li', 'ty'] | py=ㄉㄧ-ㄙㄚ-ㄅㄞ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=4
 8514 | disable                        | 使失去能力                          | 🎨        | chunks=['di', 'sab', 'le'] | py=ㄉㄧ-ㄙㄚㄅ-ㄌㄧ | theme=adjectives | stage=4
 8515 | disapprove                     | 不贊同                            | 🏃        | chunks=['di', 'sap', 'pro', 've'] | py=ㄉㄧ-ㄙㄚ-ㄆㄜ-ㄈㄜ | theme=actions | stage=4
 8516 | disastrous                     | 災難的                            | 🎨        | chunks=['di', 'sas', 'trous'] | py=ㄉㄧ-ㄙㄚ-ㄊㄖㄜㄙ | theme=adjectives | stage=4
 8517 | discharge                      | 排出                             | 🏃        | chunks=['dis', 'char', 'ge'] | py=ㄉㄧㄙ-ㄔㄚㄦ-ㄐㄧ | theme=actions | stage=4
 8518 | disciplinary                   | 紀律的                            | 🎨        | chunks=['dis', 'cip', 'li', 'na', 'ry'] | py=ㄉㄧㄙ-ㄎㄧㄆ-ㄌㄧ-ㄋㄚ-ㄌㄧ | theme=adjectives | stage=4
 8519 | disclose                       | 揭發                             | 🏃        | chunks=['dis', 'clo', 'se'] | py=ㄉㄧㄙ-ㄎㄌㄛ-ㄙㄜ | theme=actions | stage=4
 8520 | disclosure                     | 揭發                             | 🎓        | chunks=['dis', 'clo', 'su', 're'] | py=ㄉㄧㄙ-ㄎㄌㄛ-ㄙㄨ-ㄌㄧ | theme=academic-words | stage=4
 8521 | discomfort                     | 不舒適                            | 🏃        | chunks=['dis', 'com', 'fort'] | py=ㄉㄧㄙ-ㄎㄚㄇ-ㄈㄜㄊ | theme=actions | stage=4
 8522 | discreet                       | 謹慎的                            | 🤔        | chunks=['dis', 'creet'] | py=ㄉㄧㄙ-ㄎㄖㄧㄊ | theme=personality | stage=4
 8523 | discrimination                 | 辨別                             | 🎓        | chunks=['dis', 'cri', 'mi', 'na', 'tion'] | py=ㄉㄧㄙ-ㄎㄌㄞ-ㄇㄞ-ㄋㄚ-ㄒㄣ | theme=academic-words | stage=4
 8524 | disgrace                       | 丟臉                             | 😞        | chunks=['dis', 'gra', 'ce'] | py=ㄉㄧㄙ-ㄍㄌㄝ-ㄙㄜ | theme=body | stage=4
 8525 | disgraceful                    | 不名譽的                           | 🎨        | chunks=['dis', 'gra', 'ce', 'ful'] | py=ㄉㄧㄙ-ㄍㄌㄝ-ㄙㄜ-ㄈㄜ | theme=adjectives | stage=4 base=disgrace
 8526 | dismantle                      | 拆卸                             | 🏃        | chunks=['dis', 'man', 'tle'] | py=ㄉㄧㄙ-ㄇㄢ-ㄉㄜ | theme=actions | stage=4
 8527 | dismay                         | 驚慌                             | 🏃        | chunks=['dis', 'may'] | py=ㄉㄧㄙ-ㄇㄟ | theme=actions | stage=4
 8528 | dispatch                       | 派遣                             | 📨        | chunks=['dis', 'patch'] | py=ㄉㄧㄙ-ㄆㄚㄊㄔ | theme=desserts | stage=4
 8529 | dispensable                    | 非必要的                           | 🎨        | chunks=['dis', 'pen', 'sab', 'le'] | py=ㄉㄧㄙ-ㄆㄣ-ㄙㄚㄅ-ㄌㄧ | theme=adjectives | stage=4 base=dispense
 8530 | displease                      | 使人不高興                          | 💁        | chunks=['dis', 'plea', 'se'] | py=ㄉㄧㄙ-ㄆㄌㄧ-ㄙㄜ | theme=appearance | stage=4
 8531 | disposable                     | 可任意處理的                         | 🎨        | chunks=['dis', 'po', 'sab', 'le'] | py=ㄉㄧㄙ-ㄆㄛ-ㄙㄚㄅ-ㄌㄧ | theme=adjectives | stage=4 base=dispose
 8532 | disposal                       | 處理                             | 🏃        | chunks=['dis', 'po', 'sal'] | py=ㄉㄧㄙ-ㄆㄛ-ㄙㄚㄦ | theme=actions | stage=4 base=dispose
 8533 | disregard                      | 不顧                             | 🏃        | chunks=['dis', 're', 'gard'] | py=ㄉㄧㄙ-ㄌㄧ-ㄍㄚㄦㄉ | theme=actions | stage=4
 8534 | dissident                      | 意見不同的                          | 🎨        | chunks=['dis', 'si', 'dent'] | py=ㄉㄧㄙ-ㄗㄜ-ㄉㄣㄊ | theme=adjectives | stage=4
 8535 | dissolve                       | 分解                             | 🏃        | chunks=['dis', 'sol', 've'] | py=ㄉㄧㄙ-ㄙㄚ-ㄈㄜ | theme=actions | stage=4
 8536 | dissuade                       | 勸阻                             | 🏃        | chunks=['dis', 'sua', 'de'] | py=ㄉㄧㄙ-ㄙㄨㄟ-ㄉㄧ | theme=actions | stage=4
 8537 | distract                       | 使分心                            | 🏃        | chunks=['dis', 'tract'] | py=ㄉㄧㄙ-ㄊㄌㄚㄎㄊ | theme=actions | stage=4
 8538 | distraction                    | 分心                             | 🎓        | chunks=['dis', 'trac', 'tion'] | py=ㄉㄧㄙ-ㄊㄌㄚㄎ-ㄒㄣ | theme=academic-words | stage=4
 8539 | distrust                       | 不信任                            | 🤨        | chunks=['dis', 'trust'] | py=ㄉㄧㄙ-ㄊㄌㄚㄙㄊ | theme=emotions | stage=4
 8540 | disturbance                    | 擾亂                             | 🎓        | chunks=['dis', 'tur', 'ban', 'ce'] | py=ㄉㄧㄙ-ㄊㄜ-ㄅㄢ-ㄙㄜ | theme=academic-words | stage=4
 8541 | diversify                      | 使多樣化                           | 🏃        | chunks=['di', 'ver', 'si', 'fy'] | py=ㄉㄧ-ㄈㄜ-ㄗㄜ-ㄈㄞ | theme=actions | stage=4
 8542 | diversion                      | 轉移                             | 🎓        | chunks=['di', 'ver', 'sion'] | py=ㄉㄧ-ㄈㄜ-ㄒㄣ | theme=academic-words | stage=4
 8543 | diversity                      | 差異                             | 🎓        | chunks=['di', 'ver', 'si', 'ty'] | py=ㄉㄧ-ㄈㄜ-ㄗㄜ-ㄊㄧ | theme=academic-words | stage=4
 8544 | divert                         | 轉移                             | 🏃        | chunks=['di', 'vert'] | py=ㄉㄧ-ㄈㄜㄊ | theme=actions | stage=4
 8545 | dome                           | 圓屋頂                            | 🏃        | chunks=['do', 'me'] | py=ㄉㄛ-ㄇㄝ | theme=actions | stage=4
 8546 | donate                         | 捐贈                             | 🏃        | chunks=['do', 'na', 'te'] | py=ㄉㄛ-ㄋㄚ-ㄊㄧ | theme=actions | stage=4
 8547 | donation                       | 捐贈                             | 🎓        | chunks=['do', 'na', 'tion'] | py=ㄉㄛ-ㄋㄚ-ㄒㄣ | theme=academic-words | stage=4 base=done
 8548 | donor                          | 捐贈者                            | 👨‍⚕️     | chunks=['do', 'nor'] | py=ㄉㄛ-ㄋㄜ | theme=jobs | stage=4 base=donate
