# 字 9000-10100
 9000 | vaccine                        | 疫苗                             | 🎨        | chunks=['vac', 'ci', 'ne'] | py=ㄈㄚ-ㄙㄜ-ㄋㄧ | theme=adjectives | stage=4
 9699 | bewilder                       | 使困惑                            | 🏃        | chunks=['be', 'wil', 'der'] | py=ㄅㄧ-ㄨㄧㄌ-ㄉㄜ | theme=actions | stage=3
 9700 | bolster                        | 增強                             | 🏃        | chunks=['bol', 'ster'] | py=ㄅㄛ-ㄙㄉㄜ | theme=actions | stage=3
 9701 | chastise                       | 責罰                             | 🏃        | chunks=['chas', 'ti', 'se'] | py=ㄔㄚㄙ-ㄊㄜ-ㄙㄜ | theme=actions | stage=3
 9702 | clamor                         | 喧囂                             | 🏃        | chunks=['cla', 'mor'] | py=ㄎㄌㄝ-ㄇㄜ | theme=actions | stage=3
 9703 | coerce                         | 強迫                             | 🏃        | chunks=['coer', 'ce'] | py=ㄎㄛㄖ-ㄙㄜ | theme=actions | stage=3
 9704 | concur                         | 同意                             | 🏃        | chunks=['con', 'cur'] | py=ㄎㄚㄣ-ㄎㄜ | theme=actions | stage=3
 9705 | confide                        | 吐露(秘密)、信賴                      | 🤫        | chunks=['con', 'fi', 'de'] | py=ㄎㄚㄣ-ㄈㄜ-ㄉㄧ | theme=emotions | stage=3
 9706 | confiscate                     | 沒收                             | 🏃        | chunks=['con', 'fis', 'ca', 'te'] | py=ㄎㄚㄣ-ㄈㄧㄙ-ㄎㄚ-ㄊㄧ | theme=actions | stage=3
 9707 | construe                       | 解讀、理解為                         | 🏃        | chunks=['cons', 'true'] | py=ㄎㄛㄋㄙ-ㄊㄖㄩ | theme=actions | stage=3
 9708 | converge                       | 聚集                             | 🏃        | chunks=['con', 'ver', 'ge'] | py=ㄎㄚㄣ-ㄈㄜ-ㄐㄧ | theme=actions | stage=3
 9709 | corroborate                    | 證實                             | 🏃        | chunks=['cor', 'ro', 'bo', 'ra', 'te'] | py=ㄎㄛ-ㄌㄛ-ㄅㄛ-ㄌㄚ-ㄊㄧ | theme=actions | stage=3
 9710 | curtail                        | 縮短                             | 🏃        | chunks=['cur', 'tail'] | py=ㄎㄜ-ㄊㄟㄦ | theme=actions | stage=3
 9711 | dampen                         | 使潮濕                            | 🏃        | chunks=['dam', 'pen'] | py=ㄉㄣ-ㄆㄣ | theme=weather | stage=3
 9712 | dawdle                         | 磨蹭                             | 🏃        | chunks=['daw', 'dle'] | py=ㄉㄛ-ㄉㄜ | theme=actions | stage=3
 9713 | decipher                       | 破譯                             | 🏃        | chunks=['de', 'cip', 'her'] | py=ㄉㄧ-ㄎㄧㄆ-ㄏㄜ | theme=actions | stage=3
 9714 | declaim                        | 宣稱                             | 🏃        | chunks=['dec', 'laim'] | py=ㄉㄝ-ㄌㄟㄇ | theme=actions | stage=3
 9715 | delineate                      | 描繪                             | 🏃        | chunks=['de', 'li', 'nea', 'te'] | py=ㄉㄧ-ㄌㄧ-ㄋㄧ-ㄊㄧ | theme=actions | stage=3
 9716 | deplete                        | 耗盡                             | 🏃        | chunks=['dep', 'le', 'te'] | py=ㄉㄝ-ㄌㄧ-ㄊㄧ | theme=actions | stage=3
 9717 | deplore                        | 哀嘆                             | 😢        | chunks=['dep', 'lo', 're'] | py=ㄉㄝ-ㄌㄛ-ㄌㄧ | theme=emotions | stage=3
 9718 | deport                         | 驅逐                             | 🏃        | chunks=['de', 'port'] | py=ㄉㄧ-ㄆㄛㄦㄊ | theme=actions | stage=3
 9719 | desecrate                      | 褻瀆                             | 🏃        | chunks=['de', 'sec', 'ra', 'te'] | py=ㄉㄧ-ㄙㄝㄎ-ㄌㄚ-ㄊㄧ | theme=actions | stage=3
 9720 | devastate                      | 摧毀                             | 🏃        | chunks=['de', 'vas', 'ta', 'te'] | py=ㄉㄧ-ㄈㄜㄙ-ㄊㄝ-ㄊㄧ | theme=actions | stage=3
 9721 | digress                        | 離題                             | 🏃        | chunks=['dig', 'ress'] | py=ㄉㄧ-ㄖㄝㄙㄙ | theme=actions | stage=3
 9722 | disdain                        | 輕視                             | 🏃        | chunks=['dis', 'dain'] | py=ㄉㄧㄙ-ㄉㄟㄋ | theme=actions | stage=3
 9723 | dispel                         | 驅散                             | 🏃        | chunks=['dis', 'pel'] | py=ㄉㄧㄙ-ㄆㄦ | theme=actions | stage=3
 9724 | dissect                        | 解剖                             | 🏃        | chunks=['dis', 'sect'] | py=ㄉㄧㄙ-ㄙㄝㄎㄊ | theme=actions | stage=3
 9725 | disseminate                    | 散布                             | 📡        | chunks=['dis', 'se', 'mi', 'na', 'te'] | py=ㄉㄧㄙ-ㄙㄜ-ㄇㄞ-ㄋㄚ-ㄊㄧ | theme=materials | stage=3
 9726 | dissipate                      | 驅散                             | 🏃        | chunks=['dis', 'si', 'pa', 'te'] | py=ㄉㄧㄙ-ㄗㄜ-ㄆㄜ-ㄊㄧ | theme=actions | stage=3
 9727 | divulge                        | 洩漏                             | 🏃        | chunks=['di', 'vul', 'ge'] | py=ㄉㄧ-ㄈㄚㄦ-ㄐㄧ | theme=actions | stage=3
 9728 | elicit                         | 引出                             | 🏃        | chunks=['e', 'li', 'cit'] | py=ㄧ-ㄌㄧ-ㄒㄧ | theme=actions | stage=3
 9729 | elude                          | 逃避                             | 🏃        | chunks=['e', 'lu', 'de'] | py=ㄧ-ㄌㄨ-ㄉㄧ | theme=actions | stage=3
 9730 | embezzle                       | 侵占                             | 🏃        | chunks=['em', 'bez', 'zle'] | py=ㄝㄇ-ㄅㄝ-ㄗㄜ | theme=actions | stage=3
 9731 | embody                         | 體現                             | 🏃        | chunks=['em', 'bo', 'dy'] | py=ㄝㄇ-ㄅㄛ-ㄉㄧ | theme=actions | stage=3
 9732 | emit                           | 發射                             | 🏃        | chunks=['e', 'mit'] | py=ㄧ-ㄇㄧㄊ | theme=actions | stage=3
 9733 | encompass                      | 包含                             | 🏃        | chunks=['en', 'com', 'pass'] | py=ㄣ-ㄎㄚㄇ-ㄆㄚㄙ | theme=actions | stage=3
 9734 | engulf                         | 吞沒                             | 🏃        | chunks=['en', 'gulf'] | py=ㄣ-ㄍㄚㄌㄈ | theme=actions | stage=3
 9735 | enrage                         | 激怒                             | 🏃        | chunks=['en', 'ra', 'ge'] | py=ㄣ-ㄌㄚ-ㄐㄧ | theme=actions | stage=3
 9736 | ensue                          | 接著發生                           | 🏃        | chunks=['en', 'sue'] | py=ㄣ-ㄒㄩ | theme=actions | stage=3
 9737 | entail                         | 需要                             | 🏃        | chunks=['en', 'tail'] | py=ㄣ-ㄊㄟㄦ | theme=actions | stage=3
 9738 | entangle                       | 糾纏                             | 🏃        | chunks=['en', 'tan', 'gle'] | py=ㄣ-ㄊㄢ-ㄍㄜ | theme=actions | stage=3
 9739 | entice                         | 誘惑                             | 🏃        | chunks=['en', 'ti', 'ce'] | py=ㄣ-ㄊㄜ-ㄙㄜ | theme=actions | stage=3
 9740 | entrust                        | 託付                             | 🏃        | chunks=['en', 'trust'] | py=ㄣ-ㄊㄌㄚㄙㄊ | theme=actions | stage=3
 9741 | envelop                        | 包圍                             | 🏃        | chunks=['en', 've', 'lop'] | py=ㄣ-ㄈㄜ-ㄌㄛㄆ | theme=actions | stage=3
 9742 | envision                       | 想像                             | 🎓        | chunks=['en', 'vi', 'sion'] | py=ㄣ-ㄈㄞ-ㄒㄣ | theme=academic-words | stage=3
 9743 | evade                          | 逃避                             | 🏃        | chunks=['e', 'va', 'de'] | py=ㄧ-ㄈㄚ-ㄉㄧ | theme=actions | stage=3
 9744 | exacerbate                     | 加劇                             | 🏃        | chunks=['e', 'xa', 'cer', 'ba', 'te'] | py=ㄧ-ㄎㄙㄚ-ㄙㄜ-ㄅㄟ-ㄊㄧ | theme=numbers | stage=3
 9745 | exalt                          | 讚美                             | 🙌        | chunks=['e', 'xalt'] | py=ㄧ-ㄎㄙㄚㄌㄊ | theme=appearance | stage=3
 9746 | exasperate                     | 激怒                             | 🏃        | chunks=['e', 'xas', 'pe', 'ra', 'te'] | py=ㄧ-ㄎㄙㄚㄙ-ㄆㄜ-ㄌㄚ-ㄊㄧ | theme=actions | stage=3
 9747 | exempt                         | 免除                             | 🏃        | chunks=['e', 'xempt'] | py=ㄧ-ㄎㄙㄝㄇㄆㄊ | theme=numbers | stage=3
 9748 | exhale                         | 呼氣                             | 🏃        | chunks=['ex', 'ha', 'le'] | py=ㄝㄎㄙ-ㄏㄜ-ㄌㄧ | theme=actions | stage=3
 9749 | exhilarate                     | 使興奮                            | 🤩        | chunks=['ex', 'hi', 'la', 'ra', 'te'] | py=ㄝㄎㄙ-ㄏㄞ-ㄌㄚ-ㄌㄚ-ㄊㄧ | theme=emotions | stage=3
 9750 | exonerate                      | 免除                             | 🏃        | chunks=['e', 'xo', 'ne', 'ra', 'te'] | py=ㄧ-ㄎㄙㄛ-ㄋㄧ-ㄌㄚ-ㄊㄧ | theme=numbers | stage=3
 9751 | expedite                       | 加速                             | 🏃        | chunks=['ex', 'pe', 'di', 'te'] | py=ㄝㄎㄙ-ㄆㄜ-ㄉㄧ-ㄊㄧ | theme=numbers | stage=3
 9752 | extinguish                     | 熄滅                             | 🎨        | chunks=['ex', 'tin', 'guish'] | py=ㄝㄎㄙ-ㄊㄧㄣ-ㄍㄨㄧㄒ | theme=adjectives | stage=3
 9753 | extricate                      | 解救                             | 🏃        | chunks=['ex', 'tri', 'ca', 'te'] | py=ㄝㄎㄙ-ㄊㄌㄧ-ㄎㄚ-ㄊㄧ | theme=actions | stage=3
 9754 | exude                          | 流露                             | 🏃        | chunks=['e', 'xu', 'de'] | py=ㄧ-ㄎㄙㄚ-ㄉㄧ | theme=actions | stage=3
 9755 | fabricate                      | 編造                             | 🏃        | chunks=['fab', 'ri', 'ca', 'te'] | py=ㄈㄚ-ㄌㄧ-ㄎㄚ-ㄊㄧ | theme=actions | stage=3
 9756 | fathom                         | 理解                             | 🏃        | chunks=['fat', 'hom'] | py=ㄈㄚ-ㄏㄚ | theme=actions | stage=3
 9757 | fend                           | 抵擋                             | 🏃        | chunks=['fe', 'nd'] | py=ㄈㄧ-ㄋㄉ | theme=actions | stage=3
 9758 | flinch                         | 畏縮                             | 🏃        | chunks=['fli', 'nch'] | py=ㄈㄌㄧ-ㄋㄔ | theme=actions | stage=3
 9759 | forbear                        | 克制                             | 🏃        | chunks=['for', 'bear'] | py=ㄈㄛ-ㄅㄧㄦ | theme=actions | stage=3
 9760 | forfeit                        | 喪失                             | 🏃        | chunks=['for', 'feit'] | py=ㄈㄛ-ㄈㄝㄊ | theme=actions | stage=3
 9761 | forge                          | 偽造                             | 🏃        | chunks=['for', 'ge'] | py=ㄈㄛ-ㄐㄧ | theme=actions | stage=3
 9762 | fumble                         | 摸索                             | 🏃        | chunks=['fum', 'ble'] | py=ㄈㄚㄇ-ㄅㄜ | theme=actions | stage=3
 9763 | gauge                          | 測量                             | 🏃        | chunks=['gau', 'ge'] | py=ㄍㄛ-ㄐㄧ | theme=actions | stage=3
 9764 | glorify                        | 頌揚                             | 🏃        | chunks=['glo', 'ri', 'fy'] | py=ㄍㄌㄛ-ㄌㄧ-ㄈㄞ | theme=actions | stage=3
 9765 | grapple                        | 抓住                             | 🏃        | chunks=['grap', 'ple'] | py=ㄍㄖㄚㄆ-ㄆㄜ | theme=actions | stage=3
 9766 | hoard                          | 囤積                             | 🏃        | chunks=['hoa', 'rd'] | py=ㄏㄛ-ㄖㄉ | theme=actions | stage=3
 9767 | idolize                        | 崇拜                             | 🏃        | chunks=['i', 'do', 'li', 'ze'] | py=ㄌㄜ-ㄉㄛ-ㄌㄧ-ㄗㄧ | theme=actions | stage=3 base=idol
 9768 | ignite                         | 點燃                             | 🏃        | chunks=['ig', 'ni', 'te'] | py=ㄧㄍ-ㄋㄜ-ㄊㄧ | theme=actions | stage=3
 9769 | immobilize                     | 使不能動                           | 🏃        | chunks=['im', 'mo', 'bi', 'li', 'ze'] | py=ㄧㄇ-ㄇㄛ-ㄅㄞ-ㄌㄧ-ㄗㄧ | theme=actions | stage=3
 9770 | impair                         | 損害                             | 🏃        | chunks=['im', 'pair'] | py=ㄧㄇ-ㄆㄝㄜ | theme=actions | stage=3
 9771 | impart                         | 傳授                             | 🏃        | chunks=['im', 'part'] | py=ㄧㄇ-ㄆㄚㄦㄊ | theme=actions | stage=3
 9772 | impede                         | 阻礙                             | 🏃        | chunks=['im', 'pe', 'de'] | py=ㄧㄇ-ㄆㄜ-ㄉㄧ | theme=actions | stage=3
 9773 | implore                        | 懇求                             | 🏃        | chunks=['im', 'plo', 're'] | py=ㄧㄇ-ㄆㄌㄛ-ㄌㄧ | theme=actions | stage=3
 9774 | improvise                      | 即興                             | 🏃        | chunks=['im', 'pro', 'vi', 'se'] | py=ㄧㄇ-ㄆㄜ-ㄈㄞ-ㄙㄜ | theme=actions | stage=3 base=improve
 9775 | inaugurate                     | 就職                             | 🏃        | chunks=['i', 'nau', 'gu', 'ra', 'te'] | py=ㄌㄜ-ㄋㄛ-ㄍㄧㄨ-ㄌㄚ-ㄊㄧ | theme=actions | stage=3
 9776 | incite                         | 煽動                             | 🏃        | chunks=['in', 'ci', 'te'] | py=ㄧㄣ-ㄙㄜ-ㄊㄧ | theme=actions | stage=3
 9777 | infiltrate                     | 滲透                             | 🏃        | chunks=['in', 'fil', 'tra', 'te'] | py=ㄧㄣ-ㄈㄜ-ㄊㄌㄚ-ㄊㄧ | theme=actions | stage=3
 9778 | inflate                        | 膨脹                             | 🏃        | chunks=['in', 'fla', 'te'] | py=ㄧㄣ-ㄈㄌㄝ-ㄊㄧ | theme=actions | stage=3
 9779 | infringe                       | 侵犯                             | 🏃        | chunks=['in', 'frin', 'ge'] | py=ㄧㄣ-ㄈㄖㄧㄋ-ㄐㄧ | theme=crime | stage=3
 9780 | inscribe                       | 銘刻                             | 🏃        | chunks=['ins', 'cri', 'be'] | py=ㄧㄋㄙ-ㄎㄌㄞ-ㄅㄧ | theme=actions | stage=3
 9781 | intercept                      | 攔截                             | 🏃        | chunks=['in', 'ter', 'cept'] | py=ㄧㄣ-ㄊㄜ-ㄙㄝㄆㄊ | theme=actions | stage=3
 9782 | intermingle                    | 混合                             | 🏃        | chunks=['in', 'ter', 'min', 'gle'] | py=ㄧㄣ-ㄊㄜ-ㄇㄧ-ㄍㄜ | theme=actions | stage=3
 9783 | intrigue                       | 吸引                             | 🏃        | chunks=['in', 'tri', 'gue'] | py=ㄧㄣ-ㄊㄌㄧ-ㄍㄝ | theme=actions | stage=3
 9784 | inundate                       | 淹沒                             | 🏃        | chunks=['i', 'nun', 'da', 'te'] | py=ㄌㄜ-ㄋㄚㄋ-ㄉㄚ-ㄊㄧ | theme=actions | stage=3
 9785 | jeopardize                     | 危及                             | 🏃        | chunks=['jeo', 'par', 'di', 'ze'] | py=ㄐㄝㄛ-ㄆㄚㄦ-ㄉㄧ-ㄗㄧ | theme=actions | stage=3
 9786 | juxtapose                      | 並置                             | 🏃        | chunks=['jux', 'ta', 'po', 'se'] | py=ㄐㄚㄎㄙ-ㄊㄝ-ㄆㄛ-ㄙㄜ | theme=actions | stage=3
 9787 | languish                       | 憔悴                             | 🎨        | chunks=['lan', 'guish'] | py=ㄌㄢ-ㄍㄨㄧㄒ | theme=adjectives | stage=3
 9788 | lavish                         | 奢華的、揮霍                         | 🎨        | chunks=['la', 'vish'] | py=ㄌㄚ-ㄨㄧㄒ | theme=adjectives | stage=3
 9789 | leash                          | 牽繩、用繩拴住                        | 🏃        | chunks=['lea', 'sh'] | py=ㄌㄝ-ㄒ | theme=actions | stage=3
 9790 | loom                           | 隱現                             | 🏃        | chunks=['lo', 'om'] | py=ㄌㄛ-ㄚㄇ | theme=actions | stage=3
 9791 | meander                        | 蜿蜒                             | 🏃        | chunks=['mean', 'der'] | py=ㄇㄧㄣ-ㄉㄜ | theme=actions | stage=3
 9792 | mortify                        | 使羞愧                            | 😳        | chunks=['mor', 'ti', 'fy'] | py=ㄇㄜ-ㄊㄜ-ㄈㄞ | theme=emotions | stage=3
 9793 | nudge                          | 輕推                             | 🏃        | chunks=['nud', 'ge'] | py=ㄋㄚㄉ-ㄐㄧ | theme=actions | stage=3
 9794 | nullify                        | 使無效                            | 🏃        | chunks=['nul', 'li', 'fy'] | py=ㄋㄚㄌ-ㄌㄧ-ㄈㄞ | theme=actions | stage=3
 9795 | obstruct                       | 阻礙                             | 🏃        | chunks=['obs', 'truct'] | py=ㄛㄅㄙ-ㄊㄖㄚㄎㄊ | theme=actions | stage=3
