# 字 6000-7499
 6000 | bug                            | 蟲子                             | 🐾        | chunks=['b', 'ug'] | py=ㄅㄧ-ㄚㄍ | theme=animals | stage=1
 6921 | pole                           | 柱                              | 🏃        | chunks=['po', 'le'] | py=ㄆㄛ-ㄌㄧ | theme=actions | stage=2
 6922 | pollute                        | 汙染                             | 🎨        | chunks=['pol', 'lu', 'te'] | py=ㄆㄚ-ㄌㄨ-ㄊㄧ | theme=adjectives | stage=2
 6923 | pony                           | 小馬                             | 🐾        | chunks=['po', 'ny'] | py=ㄆㄛ-ㄋㄧ | theme=animals | stage=2
 6924 | postage                        | 郵資                             | 🏃        | chunks=['pos', 'ta', 'ge'] | py=ㄆㄚ-ㄊㄝ-ㄐㄧ | theme=actions | stage=2
 6925 | postpone                       | 延遲，延緩                          | 🏃        | chunks=['pos', 'tpo', 'ne'] | py=ㄆㄚ-ㄊㄆㄛ-ㄋㄧ | theme=actions | stage=2
 6926 | postponement                   | 延期                             | 🎨        | chunks=['pos', 'tpo', 'ne', 'ment'] | py=ㄆㄚ-ㄊㄆㄛ-ㄋㄧ-ㄇㄣㄊ | theme=adjectives | stage=2 base=postpone
 6927 | pour                           | 倒，灌，注                          | 🏃        | chunks=['p', 'our'] | py=ㄆㄧ-ㄠㄜ | theme=actions | stage=2
 6928 | poverty                        | 貧窮，貧困                          | 🏃        | chunks=['po', 'ver', 'ty'] | py=ㄆㄛ-ㄈㄜ-ㄊㄧ | theme=actions | stage=2
 6929 | powder                         | 粉，粉末                           | 🏃        | chunks=['pow', 'der'] | py=ㄆㄠ-ㄉㄜ | theme=actions | stage=2
 6930 | precious                       | 貴重的，珍貴的                        | 🎨        | chunks=['pre', 'cious'] | py=ㄆㄌㄧ-ㄒㄜㄙ | theme=adjectives | stage=2
 6931 | preparation                    | 準備，預備                          | 🎓        | chunks=['pre', 'pa', 'ra', 'tion'] | py=ㄆㄌㄧ-ㄆㄜ-ㄌㄚ-ㄒㄣ | theme=academic-words | stage=2 base=prepare
 6932 | pressure                       | 壓力                             | 🎓        | chunks=['pres', 'su', 're'] | py=ㄆㄌㄝ-ㄙㄨ-ㄌㄧ | theme=academic-words | stage=2
 6933 | pretend                        | 假裝                             | 🏃        | chunks=['pre', 'tend'] | py=ㄆㄌㄧ-ㄊㄝㄋㄉ | theme=actions | stage=2
 6934 | prevent                        | 防止，預防                          | 🎨        | chunks=['pre', 'vent'] | py=ㄆㄌㄧ-ㄈㄣㄊ | theme=adjectives | stage=2
 6935 | probable                       | 很可能發生的                         | 🎨        | chunks=['pro', 'bab', 'le'] | py=ㄆㄜ-ㄅㄚㄅ-ㄌㄧ | theme=adjectives | stage=2
 6936 | program                        | 節目                             | 🏃        | chunks=['prog', 'ram'] | py=ㄆㄖㄛㄍ-ㄌㄚ | theme=actions | stage=2
 6937 | proof                          | 證據                             | ⚖️       | chunks=['pr', 'oof'] | py=ㄆㄌㄧ-ㄨㄈ | theme=law | stage=2
 6938 | proper                         | 適合的，適當的                        | 🎨        | chunks=['pro', 'per'] | py=ㄆㄜ-ㄆㄜ | theme=adjectives | stage=2
 6939 | property                       | 財產，資產                          | 🏃        | chunks=['pro', 'per', 'ty'] | py=ㄆㄜ-ㄆㄜ-ㄊㄧ | theme=actions | stage=2
 6940 | protection                     | 保護，防護                          | 🎓        | chunks=['pro', 'tec', 'tion'] | py=ㄆㄜ-ㄊㄝㄎ-ㄒㄣ | theme=academic-words | stage=2 base=protect
 6941 | protective                     | 保護的，防護的                        | 🎨        | chunks=['pro', 'tec', 'ti', 've'] | py=ㄆㄜ-ㄊㄝㄎ-ㄊㄜ-ㄈㄜ | theme=adjectives | stage=2 base=protect
 6942 | pure                           | 純粹的，不攙雜的                       | 🎨        | chunks=['pu', 're'] | py=ㄆㄧㄨ-ㄌㄧ | theme=adjectives | stage=2
 6943 | queer                          | 奇怪的，古怪的                        | 🎨        | chunks=['q', 'ueer'] | py=ㄎㄧㄨ-ㄩㄜ | theme=adjectives | stage=2
 6944 | quote                          | 引用                             | 🏃        | chunks=['quo', 'te'] | py=ㄎㄨㄛ-ㄊㄧ | theme=actions | stage=2
 6945 | racial                         | 人種的，種族的                        | 🎨        | chunks=['ra', 'cial'] | py=ㄌㄚ-ㄒㄦ | theme=adjectives | stage=2
 6946 | radar                          | 雷達                             | 📡        | chunks=['ra', 'dar'] | py=ㄌㄚ-ㄉㄜ | theme=weather | stage=3
 6947 | rag                            | 破布，碎布                          | 🪨        | chunks=['r', 'ag'] | py=ㄚㄦ-ㄚㄍ | theme=materials | stage=2
 6948 | raw                            | 生的，未煮過的                        | 🎨        | chunks=['r', 'aw'] | py=ㄚㄦ-ㄛ | theme=adjectives | stage=2
 6949 | ray                            | 光線                             | 🏃        | chunks=['r', 'ay'] | py=ㄚㄦ-ㄟ | theme=actions | stage=2
 6950 | reaction                       | 反應                             | 🎓        | chunks=['reac', 'tion'] | py=ㄖㄧㄎ-ㄒㄣ | theme=academic-words | stage=2
 6951 | reasonable                     | 合理的                            | 🎨        | chunks=['rea', 'so', 'nab', 'le'] | py=ㄌㄝ-ㄙㄛ-ㄋㄚㄅ-ㄌㄧ | theme=adjectives | stage=2 base=reason
 6952 | receiver                       | 收件人                            | 👨‍⚕️     | chunks=['re', 'cei', 'ver'] | py=ㄌㄧ-ㄒㄧ-ㄈㄜ | theme=jobs | stage=2 base=receive
 6953 | recognize                      | 認出                             | 🏃        | chunks=['re', 'cog', 'ni', 'ze'] | py=ㄌㄧ-ㄎㄛㄍ-ㄋㄜ-ㄗㄧ | theme=actions | stage=2
 6954 | recorder                       | 記錄者                            | 👨‍⚕️     | chunks=['re', 'cor', 'der'] | py=ㄌㄧ-ㄎㄛ-ㄉㄜ | theme=jobs | stage=2 base=record
 6955 | regional                       | 地區的                            | 🎨        | chunks=['re', 'gio', 'nal'] | py=ㄌㄧ-ㄍㄧㄛ-ㄋㄦ | theme=adjectives | stage=2 base=region
 6956 | relate                         | 講，敘述                           | 🏃        | chunks=['re', 'la', 'te'] | py=ㄌㄧ-ㄌㄚ-ㄊㄧ | theme=actions | stage=2
 6957 | relax                          | 鬆弛，鬆懈，放鬆                       | 🏃        | chunks=['re', 'lax'] | py=ㄌㄧ-ㄌㄚㄎㄙ | theme=actions | stage=2
 6958 | relief                         | 緩和，減輕                          | 🏃        | chunks=['re', 'lief'] | py=ㄌㄧ-ㄌㄧㄈ | theme=emotions | stage=2
 6959 | remain                         | 剩下                             | ➕        | chunks=['re', 'main'] | py=ㄌㄧ-ㄇㄟㄣ | theme=directions | stage=2
 6960 | remind                         | 提醒                             | 🏃        | chunks=['re', 'mind'] | py=ㄌㄧ-ㄇㄞㄣㄉ | theme=actions | stage=2
 6961 | remote                         | 遙遠的                            | 🎨        | chunks=['re', 'mo', 'te'] | py=ㄌㄧ-ㄇㄛ-ㄊㄧ | theme=adjectives | stage=2
 6962 | renew                          | 更新                             | 🏃        | chunks=['re', 'new'] | py=ㄌㄧ-ㄋㄧㄨ | theme=actions | stage=2
 6963 | repair                         | 修理                             | 🏃        | chunks=['re', 'pair'] | py=ㄌㄧ-ㄆㄝㄜ | theme=actions | stage=2
 6964 | replace                        | 取代                             | 🏃        | chunks=['rep', 'la', 'ce'] | py=ㄌㄝ-ㄌㄚ-ㄙㄜ | theme=actions | stage=2
 6965 | replacement                    | 取代                             | 🎨        | chunks=['rep', 'la', 'ce', 'ment'] | py=ㄌㄝ-ㄌㄚ-ㄙㄜ-ㄇㄣㄊ | theme=adjectives | stage=2 base=replace
 6966 | represent                      | 代表、象徵                          | 📊        | chunks=['rep', 're', 'sent'] | py=ㄌㄝ-ㄌㄧ-ㄗㄣㄊ | theme=actions | stage=2
 6967 | representative                 | 典型，代表物                         | 🎨        | chunks=['rep', 're', 'sen', 'ta', 'ti', 've'] | py=ㄌㄝ-ㄌㄧ-ㄙㄝㄣ-ㄊㄝ-ㄊㄜ-ㄈㄜ | theme=adjectives | stage=2
 6968 | request                        | 要求，請求                          | 🏃        | chunks=['re', 'quest'] | py=ㄌㄧ-ㄎㄨㄝㄙㄊ | theme=actions | stage=2
 6969 | resist                         | 抵抗，反抗                          | 🏃        | chunks=['re', 'sist'] | py=ㄌㄧ-ㄙㄧㄙㄊ | theme=actions | stage=2
 6970 | response                       | 回答                             | 🏃        | chunks=['res', 'pon', 'se'] | py=ㄌㄝㄙ-ㄆㄚㄣ-ㄙㄜ | theme=actions | stage=2
 6971 | responsibility                 | 責任                             | 🎓        | chunks=['res', 'pon', 'si', 'bi', 'li', 'ty'] | py=ㄌㄝㄙ-ㄆㄚㄣ-ㄗㄜ-ㄅㄞ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=2
 6972 | ribbon                         | 緞帶                             | 🏃        | chunks=['rib', 'bon'] | py=ㄌㄧㄅ-ㄅㄣ | theme=actions | stage=2
 6973 | rid                            | 使免除                            | 🏃        | chunks=['r', 'id'] | py=ㄚㄦ-ㄌㄝㄉ | theme=actions | stage=2
 6974 | ripe                           | 成熟的                            | 🎨        | chunks=['ri', 'pe'] | py=ㄌㄧ-ㄆㄜ | theme=adjectives | stage=2
 6975 | risk                           | 危險，風險冒…的風險                     | 🏃        | chunks=['r', 'isk'] | py=ㄚㄦ-ㄧㄙㄎ | theme=emergencies | stage=2
 6976 | roar                           | 吼叫                             | 🏃        | chunks=['r', 'oar'] | py=ㄚㄦ-ㄛㄖ | theme=actions | stage=2
 6977 | roast                          | 烤，炙，烘                          | 🍎        | chunks=['r', 'oast'] | py=ㄚㄦ-ㄛㄙㄊ | theme=food | stage=2
 6978 | rob                            | 搶劫，劫掠                          | ⚖️       | chunks=['r', 'ob'] | py=ㄚㄦ-ㄚㄅ | theme=crime | stage=2
 6979 | robber                         | 搶劫者，強盜                         | ⚖️       | chunks=['rob', 'ber'] | py=ㄌㄚ-ㄅㄜ | theme=crime | stage=2 base=rob
 6980 | rot                            | 腐爛，腐壞                          | 🏃        | chunks=['r', 'ot'] | py=ㄚㄦ-ㄚ | theme=actions | stage=2
 6981 | rotten                         | 腐爛的                            | 🎨        | chunks=['rot', 'ten'] | py=ㄖㄚㄊ-ㄊㄣ | theme=adjectives | stage=2
 6982 | routine                        | 例行公事                           | 🎨        | chunks=['rou', 'ti', 'ne'] | py=ㄌㄠ-ㄊㄜ-ㄋㄧ | theme=adjectives | stage=2
 6983 | rust                           | 鐵鏽、生鏽                          | 🪨        | chunks=['r', 'ust'] | py=ㄚㄦ-ㄚㄙㄊ | theme=materials | stage=2
 6984 | rusty                          | 生鏽的                            | 🎨        | chunks=['rus', 'ty'] | py=ㄌㄜㄙ-ㄊㄧ | theme=adjectives | stage=2 base=rust
 6985 | sack                           | 粗布袋                            | 🪨        | chunks=['s', 'ack'] | py=ㄝㄙ-ㄚ | theme=materials | stage=2
 6986 | satisfactory                   | 令人滿意的                          | 🎨        | chunks=['sa', 'tis', 'fac', 'to', 'ry'] | py=ㄙㄚ-ㄊㄜㄙ-ㄈㄚㄎ-ㄊㄛ-ㄌㄧ | theme=adjectives | stage=2
 6987 | savings                        | 儲金，存款                          | 💰        | chunks=['sa', 'vings'] | py=ㄙㄚ-ㄨㄧㄥㄙ | theme=money | stage=2
 6988 | scarce                         | 缺乏的                            | 🎨        | chunks=['scar', 'ce'] | py=ㄙㄎㄚㄦ-ㄙㄜ | theme=adjectives | stage=2
 6989 | scarecrow                      | 稻草人                            | 🏃        | chunks=['sca', 'rec', 'row'] | py=ㄙㄎㄚ-ㄌㄝ-ㄌㄛ | theme=actions | stage=2
 6990 | scary                          | 可怕的﹐駭人的                        | 🎨        | chunks=['sca', 'ry'] | py=ㄙㄎㄚ-ㄌㄧ | theme=adjectives | stage=2
 6991 | scholar                        | 學者                             | 🏃        | chunks=['scho', 'lar'] | py=ㄙㄎㄚ-ㄌㄜ | theme=actions | stage=2
 6992 | scout                          | 偵察兵                            | 🏃        | chunks=['sc', 'out'] | py=ㄙㄎ-ㄠㄊ | theme=actions | stage=2
 6993 | scrub                          | 用力擦洗                           | 🏃        | chunks=['scr', 'ub'] | py=ㄙㄎㄖ-ㄚㄅ | theme=actions | stage=2
 6994 | secondary                      | 第二的                            | 🔢        | chunks=['se', 'con', 'da', 'ry'] | py=ㄙㄜ-ㄎㄚㄣ-ㄉㄚ-ㄌㄧ | theme=sight-words | stage=2
 6995 | security                       | 安全                             | 🎓        | chunks=['se', 'cu', 'ri', 'ty'] | py=ㄙㄜ-ㄎㄧㄨ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=2
 6996 | seize                          | 抓住                             | 🏃        | chunks=['sei', 'ze'] | py=ㄒㄧ-ㄗㄧ | theme=actions | stage=2
 6997 | sensible                       | 明智的                            | 🎨        | chunks=['sen', 'sib', 'le'] | py=ㄙㄝㄣ-ㄒㄧㄅ-ㄌㄧ | theme=adjectives | stage=2 base=sense
 6998 | sew                            | 縫合                             | 🏃        | chunks=['s', 'ew'] | py=ㄝㄙ-ㄩ | theme=actions | stage=2 [有易混提示]
 6999 | sex                            | 性別                             | 🏃        | chunks=['s', 'ex'] | py=ㄝㄙ-ㄝㄎㄙ | theme=actions | stage=2
 7000 | sexual                         | 性的                             | 🎨        | chunks=['se', 'xual'] | py=ㄙㄜ-ㄎㄙㄚㄚㄌ | theme=adjectives | stage=2 base=sex
 7001 | shady                          | 多蔭的                            | 🎨        | chunks=['sha', 'dy'] | py=ㄒㄚ-ㄉㄧ | theme=adjectives | stage=2
 7002 | shame                          | 羞恥                             | 🏃        | chunks=['sha', 'me'] | py=ㄒㄚ-ㄇㄝ | theme=actions | stage=2
 7003 | shave                          | 刮                              | 🏃        | chunks=['sha', 've'] | py=ㄒㄚ-ㄈㄜ | theme=actions | stage=2
 7004 | shepherd                       | 牧羊人                            | 🐾        | chunks=['shep', 'herd'] | py=ㄒㄝㄆ-ㄏㄜㄉ | theme=animals | stage=2
 7005 | shiny                          | 發光的                            | 🎨        | chunks=['shi', 'ny'] | py=ㄒㄧ-ㄋㄧ | theme=adjectives | stage=2 base=shine
 7006 | shorten                        | 變短                             | 🏃        | chunks=['shor', 'ten'] | py=ㄒㄛㄜ-ㄊㄣ | theme=actions | stage=2
 7007 | shortly                        | 立刻，馬上，不久                       | ⏱️       | chunks=['shor', 'tly'] | py=ㄒㄛㄜ-ㄊㄌㄧ | theme=animals | stage=2 base=short
 7008 | similarity                     | 相似                             | 🎓        | chunks=['si', 'mi', 'la', 'ri', 'ty'] | py=ㄗㄜ-ㄇㄞ-ㄌㄚ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=2
