# 字 3000-4499
 3000 | attorney                       | 律師                             | ⚖️       | chunks=['at', 'tor', 'ney'] | py=ㄚ-ㄊㄜ-ㄋㄧ | theme=jobs-advanced | stage=2
 3861 | demographic                    | 客群                             | 📊        | chunks=['dem', 'o', 'graph', 'ic'] | py=ㄉㄝ-ㄇㄜ-ㄍㄌㄚ-ㄈㄧㄎ | theme=business | stage=3
 3862 | segment                        | 市場區隔                           | 📊        | chunks=['seg', 'ment'] | py=ㄙㄝㄍ-ㄇㄣㄊ | theme=business | stage=3
 3863 | niche                          | 利基                             | 🎯        | chunks=['n', 'iche'] | py=ㄋㄧㄒ | theme=business | stage=3
 3864 | strategy                       | 策略                             | 🎯        | chunks=['strat', 'e', 'gy'] | py=ㄙㄉㄌㄚ-ㄊㄜ-ㄐㄧ | theme=business | stage=1
 3865 | tactic                         | 戰術                             | 🎯        | chunks=['tac', 'tic'] | py=ㄊㄚㄎ-ㄊㄧㄎ | theme=business | stage=2
 3866 | vision                         | 願景                             | 👁️       | chunks=['vi', 'sion'] | py=ㄈㄧ-ㄓㄣ | theme=business | stage=2
 3867 | roadmap                        | 路線圖                            | 🗺️       | chunks=['road', 'map'] | py=ㄌㄛㄉ-ㄇㄚㄆ | theme=business | stage=2
 3868 | marketplace                    | 市場                             | 🛒        | chunks=['mar', 'ket', 'place'] | py=ㄇㄚㄦ-ㄎㄝㄊ-ㄆㄌㄝㄙ | theme=business | stage=2
 3869 | sector                         | 產業                             | 🏭        | chunks=['sec', 'tor'] | py=ㄙㄝㄎ-ㄊㄜ | theme=business | stage=2
 3870 | industry                       | 產業                             | 🏭        | chunks=['in', 'dus', 'try'] | py=ㄧㄣ-ㄉㄚㄙ-ㄊㄌㄧ | theme=business | stage=1
 3871 | competitor                     | 競爭者                            | ⚔️       | chunks=['com', 'pet', 'i', 'tor'] | py=ㄎㄚㄇ-ㄆㄝ-ㄊㄜ-ㄊㄜ | theme=business | stage=2
 3872 | competition                    | 競爭                             | ⚔️       | chunks=['com', 'pe', 'ti', 'tion'] | py=ㄎㄚㄇ-ㄆㄜ-ㄊㄜ-ㄒㄣ | theme=business | stage=1 base=compete
 3873 | merger                         | 合併                             | 🔗        | chunks=['mer', 'ger'] | py=ㄇㄜ-ㄐㄜ | theme=business | stage=3 base=merge
 3874 | acquisition                    | 收購                             | 🤝        | chunks=['ac', 'qui', 'si', 'tion'] | py=ㄚ-ㄎㄨㄧ-ㄗㄧ-ㄒㄣ | theme=business | stage=3
 3875 | buyout                         | 買斷                             | 💰        | chunks=['buy', 'out'] | py=ㄅㄞ-ㄠㄊ | theme=business | stage=3
 3876 | ipo                            | 上市                             | 📈        | chunks=['i', 'p', 'o'] | py=ㄞ-ㄆㄧ-ㄛ | theme=business | stage=3
 3877 | equity                         | 股權                             | 📊        | chunks=['eq', 'ui', 'ty'] | py=ㄝ-ㄎㄨㄜ-ㄊㄧ | theme=business | stage=3
 3878 | audit                          | 審計                             | 📋        | chunks=['au', 'dit'] | py=ㄛ-ㄉㄝㄊ | theme=business | stage=2
 3879 | accounting                     | 會計                             | 📊        | chunks=['ac', 'count', 'ing'] | py=ㄚ-ㄎㄠㄣㄊ-ㄧㄥ | theme=business | stage=2
 3880 | ledger                         | 分類帳                            | 📋        | chunks=['ledg', 'er'] | py=ㄌㄝㄐ-ㄜ | theme=business | stage=3
 3881 | statement                      | 報表                             | 📊        | chunks=['state', 'ment'] | py=ㄙㄉㄝㄊ-ㄇㄣㄊ | theme=business | stage=2 base=state
 3882 | fiscal                         | 財政                             | 💰        | chunks=['fis', 'cal'] | py=ㄈㄧㄙ-ㄎㄜ | theme=business | stage=3
 3883 | q1                             | 第一季                            | 📅        | chunks=['q', '1'] | py=ㄎㄧㄨ-ㄨㄢ | theme=business | stage=2
 3884 | q2                             | 第二季                            | 📅        | chunks=['q', '2'] | py=ㄎㄧㄨ-ㄊㄨ | theme=business | stage=2
 3885 | negotiate                      | 談判                             | 🤝        | chunks=['ne', 'go', 'ti', 'ate'] | py=ㄋㄧ-ㄍㄛ-ㄒㄜ-ㄝㄊ | theme=business | stage=2
 3886 | negotiation                    | 談判                             | 🤝        | chunks=['ne', 'go', 'ti', 'a', 'tion'] | py=ㄋㄧ-ㄍㄛ-ㄒㄜ-ㄝ-ㄒㄣ | theme=business | stage=2
 3887 | bid                            | 投標                             | 💰        | chunks=['b', 'id'] | py=ㄅㄧㄉ | theme=business | stage=2 base=bid
 3888 | supplier                       | 供應商                            | 🏭        | chunks=['sup', 'pli', 'er'] | py=ㄙㄜ-ㄆㄌㄞ-ㄜ | theme=business | stage=2
 3889 | logistics                      | 物流                             | 🚚        | chunks=['lo', 'gis', 'tics'] | py=ㄌㄜ-ㄐㄧㄙ-ㄊㄧㄎㄗ | theme=business | stage=2
 3890 | supplychain                    | 供應鏈                            | 🔗        | chunks=['sup', 'ply', 'chain'] | py=ㄙㄜ-ㄆㄌㄞ-ㄑㄟㄣ | theme=business | stage=3
 3891 | distribution                   | 通路                             | 🚚        | chunks=['dis', 'tri', 'bu', 'tion'] | py=ㄉㄧㄙ-ㄊㄌㄜ-ㄅㄧㄨ-ㄒㄣ | theme=business | stage=2
 3892 | import                         | 進口                             | 📥        | chunks=['im', 'port'] | py=ㄧㄇ-ㄆㄛㄦㄊ | theme=business | stage=2
 3893 | export                         | 出口                             | 📤        | chunks=['ex', 'port'] | py=ㄝㄎㄙ-ㄆㄛㄦㄊ | theme=business | stage=2
 3894 | trade                          | 貿易                             | 🔄        | chunks=['tr', 'ade'] | py=ㄊㄌㄝㄉ | theme=business | stage=1
 3895 | tariff                         | 關稅                             | 💰        | chunks=['tar', 'iff'] | py=ㄊㄚ-ㄌㄜㄈ | theme=business | stage=3
 3896 | embargo                        | 禁運                             | 🚫        | chunks=['em', 'bar', 'go'] | py=ㄝㄇ-ㄅㄚㄦ-ㄍㄛ | theme=business | stage=3
 3897 | patent                         | 專利                             | 💡        | chunks=['pat', 'ent'] | py=ㄆㄚ-ㄊㄣㄊ | theme=business | stage=2
 3898 | copyright                      | 版權                             | ©️       | chunks=['copy', 'right'] | py=ㄎㄚ-ㄆㄧ-ㄌㄞㄊ | theme=business | stage=2
 3899 | trademark                      | 商標                             | ™️       | chunks=['trade', 'mark'] | py=ㄊㄌㄝㄉ-ㄇㄚㄦㄎ | theme=business | stage=2
 3900 | ip                             | 智慧財產權、IP 位址                    | ©️       | chunks=['i', 'p'] | py=ㄞ-ㄆㄧ | theme=business | stage=2
 3901 | liability                      | 債務                             | 📋        | chunks=['li', 'a', 'bil', 'i', 'ty'] | py=ㄌㄞ-ㄚ-ㄅㄧ-ㄌㄜ-ㄊㄧ | theme=business | stage=3
 3902 | lawsuit                        | 訴訟                             | ⚖️       | chunks=['law', 'suit'] | py=ㄌㄛ-ㄙㄨㄊ | theme=business | stage=2
 3903 | settlement                     | 和解                             | ⚖️       | chunks=['set', 'tle', 'ment'] | py=ㄙㄝ-ㄉㄜ-ㄇㄣㄊ | theme=business | stage=2 base=settle
 3904 | headquarters                   | 總部                             | 🏢        | chunks=['head', 'quar', 'ters'] | py=ㄏㄝㄉ-ㄎㄨㄛ-ㄊㄜㄗ | theme=business | stage=2
 3905 | ecommerce                      | 電商                             | 🛒        | chunks=['e', 'com', 'merce'] | py=ㄧ-ㄎㄚ-ㄇㄜㄙ | theme=business | stage=1
 3906 | b2b                            | 企業對企業                          | 🤝        | chunks=['b', '2', 'b'] | py=ㄅㄧ-ㄊㄨ-ㄅㄧ | theme=business | stage=2
 3907 | b2c                            | 企業對消費者                         | 🤝        | chunks=['b', '2', 'c'] | py=ㄅㄧ-ㄊㄨ-ㄒㄧ | theme=business | stage=2
 3908 | saas                           | 軟體即服務                          | 💻        | chunks=['s', 'a', 'a', 's'] | py=ㄙㄚㄗ | theme=business | stage=3
 3909 | monetize                       | 變現                             | 💰        | chunks=['mon', 'e', 'tize'] | py=ㄇㄚ-ㄋㄜ-ㄊㄞㄗ | theme=business | stage=3
 3910 | pivot                          | 策略轉向、轉型                        | 🔄        | chunks=['piv', 'ot'] | py=ㄆㄧ-ㄈㄜㄊ | theme=business | stage=3
 3911 | disrupt                        | 顛覆                             | 💥        | chunks=['dis', 'rupt'] | py=ㄉㄧㄙ-ㄌㄚㄆㄊ | theme=business | stage=3
 3912 | innovate                       | 創新                             | 💡        | chunks=['in', 'no', 'vate'] | py=ㄧ-ㄋㄛ-ㄈㄝㄊ | theme=business | stage=2
 3913 | consumer                       | 消費者                            | 🛍️       | chunks=['con', 'sum', 'er'] | py=ㄎㄜㄣ-ㄙㄨ-ㄇㄜ | theme=business | stage=1 base=consume
 3914 | subsidiary                     | 子公司                            | 🏢        | chunks=['sub', 'sid', 'i', 'ar', 'y'] | py=ㄙㄚㄅ-ㄒㄧ-ㄉㄧ-ㄝㄜ-ㄧ | theme=business | stage=3
 3915 | outreach                       | 對外接觸、推廣                        | 🤝        | chunks=['out', 'reach'] | py=ㄠㄊ-ㄌㄧㄑ | theme=business | stage=3
 3916 | gdp                            | 國內生產毛額                         | 📊        | chunks=['g', 'd', 'p'] | py=ㄐㄧ-ㄉㄧ-ㄆㄧ | theme=economy | stage=2
 3917 | growth                         | 成長                             | 📈        | chunks=['gr', 'owth'] | py=ㄍㄌㄛㄙ | theme=economy | stage=1
 3918 | decline                        | 衰退                             | 📉        | chunks=['de', 'cline'] | py=ㄉㄧ-ㄎㄌㄞㄣ | theme=economy | stage=2
 3919 | boom                           | 繁榮                             | 📈        | chunks=['b', 'oom'] | py=ㄅㄨㄣ | theme=economy | stage=2
 3920 | bust                           | 蕭條                             | 📉        | chunks=['b', 'ust'] | py=ㄅㄚㄙㄊ | theme=economy | stage=3
 3921 | depression                     | 大蕭條                            | 📉        | chunks=['de', 'pres', 'sion'] | py=ㄉㄧ-ㄆㄌㄝ-ㄒㄣ | theme=economy | stage=2
 3922 | crisis                         | 危機                             | ⚠️       | chunks=['cri', 'sis'] | py=ㄎㄌㄞ-ㄒㄜㄙ | theme=economy | stage=1
 3923 | stagflation                    | 停滯性通膨                          | 📉        | chunks=['stag', 'fla', 'tion'] | py=ㄙㄉㄚㄍ-ㄈㄌㄝ-ㄒㄣ | theme=economy | stage=3
 3924 | deflation                      | 通貨緊縮                           | 📉        | chunks=['de', 'fla', 'tion'] | py=ㄉㄧ-ㄈㄌㄝ-ㄒㄣ | theme=economy | stage=3
 3925 | supply                         | 供給                             | 🚛        | chunks=['sup', 'ply'] | py=ㄙㄜ-ㄆㄌㄞ | theme=economy | stage=1
 3926 | demand                         | 需求                             | 📊        | chunks=['de', 'mand'] | py=ㄉㄧ-ㄇㄚㄣㄉ | theme=economy | stage=1
 3927 | equilibrium                    | 均衡                             | ⚖️       | chunks=['e', 'qui', 'lib', 'ri', 'um'] | py=ㄧ-ㄎㄨㄜ-ㄌㄧ-ㄌㄧ-ㄜㄇ | theme=economy | stage=3
 3928 | monetary                       | 貨幣的                            | 💱        | chunks=['mon', 'e', 'tar', 'y'] | py=ㄇㄚ-ㄋㄜ-ㄊㄝ-ㄌㄧ | theme=economy | stage=2
 3929 | policy                         | 政策                             | 📋        | chunks=['pol', 'i', 'cy'] | py=ㄆㄚ-ㄌㄜ-ㄒㄧ | theme=economy | stage=1
 3930 | regulation                     | 監管                             | 📋        | chunks=['reg', 'u', 'la', 'tion'] | py=ㄌㄝ-ㄐㄜ-ㄌㄝ-ㄒㄣ | theme=economy | stage=2
 3931 | deregulation                   | 放鬆管制                           | 📋        | chunks=['de', 'reg', 'u', 'la', 'tion'] | py=ㄉㄧ-ㄌㄝ-ㄐㄜ-ㄌㄝ-ㄒㄣ | theme=economy | stage=3
 3932 | centralbank                    | 中央銀行                           | 🏦        | chunks=['cen', 'tral', 'bank'] | py=ㄙㄝㄣ-ㄊㄌㄦ-ㄅㄚㄣㄎ | theme=economy | stage=2
 3933 | federalreserve                 | 聯準會                            | 🏦        | chunks=['fed', 'er', 'al', 're', 'serve'] | py=ㄈㄝ-ㄉㄜ-ㄦ-ㄌㄧ-ㄗㄜㄈ | theme=economy | stage=3
 3934 | fed                            | 聯準會                            | 🏦        | chunks=['f', 'ed'] | py=ㄈㄝㄉ | theme=economy | stage=2 base=feed
 3935 | rate                           | 比率、利率                          | 📊        | chunks=['r', 'ate'] | py=ㄌㄝㄊ | theme=economy | stage=1
 3936 | unemployment                   | 失業率                            | 📉        | chunks=['un', 'em', 'ploy', 'ment'] | py=ㄚㄣ-ㄝㄇ-ㄆㄌㄛㄧ-ㄇㄣㄊ | theme=economy | stage=1
 3937 | employment                     | 就業                             | 📊        | chunks=['em', 'ploy', 'ment'] | py=ㄝㄇ-ㄆㄌㄛㄧ-ㄇㄣㄊ | theme=economy | stage=1 base=employ
 3938 | labor                          | 勞動                             | 💪        | chunks=['la', 'bor'] | py=ㄌㄝ-ㄅㄜ | theme=economy | stage=1
 3939 | workforce                      | 勞動力                            | 👥        | chunks=['work', 'force'] | py=ㄨㄜㄎ-ㄈㄛㄦㄙ | theme=economy | stage=2
 3940 | jobless                        | 失業                             | 📉        | chunks=['job', 'less'] | py=ㄐㄚㄅ-ㄌㄝㄙ | theme=economy | stage=2 base=job
 3941 | productivity                   | 生產力                            | 📈        | chunks=['pro', 'duc', 'tiv', 'i', 'ty'] | py=ㄆㄌㄛ-ㄉㄚㄎ-ㄊㄧ-ㄈㄜ-ㄊㄧ | theme=economy | stage=2
 3942 | efficiency                     | 效率                             | ⚙️       | chunks=['ef', 'fi', 'cien', 'cy'] | py=ㄧ-ㄈㄜ-ㄒㄣ-ㄒㄧ | theme=economy | stage=2
 3943 | exchangerate                   | 匯率                             | 💱        | chunks=['ex', 'change', 'rate'] | py=ㄝㄎㄙ-ㄑㄟㄣㄐ-ㄌㄝㄊ | theme=economy | stage=2
 3944 | forex                          | 外匯                             | 💱        | chunks=['fo', 'rex'] | py=ㄈㄛ-ㄌㄝㄎㄙ | theme=economy | stage=3
 3945 | stocks                         | 股票                             | 📈        | chunks=['st', 'ocks'] | py=ㄙㄉㄚㄎㄗ | theme=economy | stage=1
 3946 | bull                           | 多頭、公牛                          | 📈        | chunks=['b', 'ull'] | py=ㄅㄨㄦ | theme=economy | stage=2
 3947 | bullmarket                     | 牛市                             | 🐂        | chunks=['bull', 'mar', 'ket'] | py=ㄅㄨㄦ-ㄇㄚㄦ-ㄎㄝㄊ | theme=economy | stage=2
 3948 | bearmarket                     | 熊市                             | 🐻        | chunks=['bear', 'mar', 'ket'] | py=ㄅㄧㄜ-ㄇㄚㄦ-ㄎㄝㄊ | theme=economy | stage=2
 3949 | percapita                      | 人均                             | 📊        | chunks=['per', 'cap', 'i', 'ta'] | py=ㄆㄜ-ㄎㄚ-ㄆㄜ-ㄊㄚ | theme=economy | stage=3
 3950 | wealth                         | 財富                             | 💰        | chunks=['w', 'ealth'] | py=ㄨㄝㄦㄙ | theme=economy | stage=1
