# 字 1500-2999
 1500 | both                           | 兩者都                            | ✌️       | chunks=['b', 'oth'] | py=ㄅㄛㄙ | theme=sight-words | stage=1
 2448 | boutique                       | 精品店                            | 👗        | chunks=['bou', 'tique'] | py=ㄅㄨ-ㄊㄧㄎ | theme=shopping | stage=2
 2449 | outlet                         | 暢貨中心                           | 🏬        | chunks=['out', 'let'] | py=ㄠㄊ-ㄌㄝㄊ | theme=shopping | stage=2
 2450 | dealership                     | 經銷商                            | 🚗        | chunks=['dea', 'ler', 'ship'] | py=ㄉㄧ-ㄌㄜ-ㄒㄧㄆ | theme=shopping | stage=3
 2451 | vendor                         | 小販                             | 🛒        | chunks=['ven', 'dor'] | py=ㄈㄣ-ㄉㄜ | theme=shopping | stage=2 base=vend
 2452 | stall                          | 攤位                             | 🛒        | chunks=['st', 'all'] | py=ㄙㄉㄛㄦ | theme=shopping | stage=2
 2453 | kiosk                          | 售貨亭                            | 🛒        | chunks=['ki', 'osk'] | py=ㄎㄧ-ㄚㄙㄎ | theme=shopping | stage=3
 2454 | booth                          | 展位                             | 🛒        | chunks=['b', 'ooth'] | py=ㄅㄨㄙ | theme=shopping | stage=2
 2455 | catalog                        | 目錄                             | 📕        | chunks=['cat', 'a', 'log'] | py=ㄎㄚ-ㄊㄜ-ㄌㄚㄍ | theme=shopping | stage=2
 2456 | brand                          | 品牌                             | 🏷️       | chunks=['br', 'and'] | py=ㄅㄌㄚㄣㄉ | theme=shopping | stage=1
 2457 | label                          | 標籤                             | 🏷️       | chunks=['la', 'bel'] | py=ㄌㄟ-ㄅㄜ | theme=shopping | stage=1
 2458 | tag                            | 標籤                             | 🏷️       | chunks=['t', 'ag'] | py=ㄊㄚㄍ | theme=shopping | stage=1
 2459 | barcode                        | 條碼                             | 📊        | chunks=['bar', 'code'] | py=ㄅㄚㄦ-ㄎㄛㄉ | theme=shopping | stage=2
 2460 | queue                          | 排隊                             | ⏳        | chunks=['qu', 'eue'] | py=ㄎㄧㄨ | theme=shopping | stage=2
 2461 | sample                         | 樣品                             | 🆓        | chunks=['sam', 'ple'] | py=ㄙㄚㄇ-ㄆㄜ | theme=shopping | stage=1
 2462 | demo                           | 試用品、示範                         | 📺        | chunks=['de', 'mo'] | py=ㄉㄝ-ㄇㄛ | theme=shopping | stage=2
 2463 | trial                          | 試用、審判                          | ⚖️       | chunks=['tri', 'al'] | py=ㄊㄌㄞ-ㄦ | theme=shopping | stage=2
 2464 | fitting                        | 試穿                             | 👗        | chunks=['fit', 'ting'] | py=ㄈㄧ-ㄊㄧㄥ | theme=shopping | stage=2 base=fit
 2465 | gift                           | 禮物                             | 🎁        | chunks=['g', 'ift'] | py=ㄍㄧㄈㄊ | theme=shopping | stage=0
 2466 | voucher                        | 禮券                             | 🎟️       | chunks=['vou', 'cher'] | py=ㄈㄠ-ㄑㄜ | theme=shopping | stage=2
 2467 | coupon                         | 優惠券                            | 🎟️       | chunks=['cou', 'pon'] | py=ㄎㄨ-ㄆㄚㄣ | theme=shopping | stage=1
 2468 | deal                           | 優惠                             | 💰        | chunks=['d', 'eal'] | py=ㄉㄧㄦ | theme=shopping | stage=1
 2469 | bargain                        | 便宜貨                            | 💰        | chunks=['bar', 'gain'] | py=ㄅㄚㄦ-ㄍㄣ | theme=shopping | stage=2
 2470 | offer                          | 優惠                             | 📢        | chunks=['of', 'fer'] | py=ㄛ-ㄈㄜ | theme=shopping | stage=1
 2471 | promotion                      | 促銷                             | 📢        | chunks=['pro', 'mo', 'tion'] | py=ㄆㄜ-ㄇㄛ-ㄒㄣ | theme=shopping | stage=2
 2472 | spree                          | 狂購                             | 🛍️       | chunks=['spr', 'ee'] | py=ㄙㄆㄌㄧ | theme=shopping | stage=3
 2473 | client                         | 客戶                             | 🧑        | chunks=['cli', 'ent'] | py=ㄎㄌㄞ-ㄣㄊ | theme=shopping | stage=2
 2474 | buyer                          | 買家                             | 🛍️       | chunks=['bu', 'yer'] | py=ㄅㄞ-ㄜ | theme=shopping | stage=1 base=buy
 2475 | seller                         | 賣家                             | 🛍️       | chunks=['sel', 'ler'] | py=ㄙㄝ-ㄌㄜ | theme=shopping | stage=1 base=sell
 2476 | register                       | 收銀機、註冊                         | 💰        | chunks=['reg', 'is', 'ter'] | py=ㄌㄝ-ㄐㄜ-ㄙㄉㄜ | theme=shopping | stage=2
 2477 | chain                          | 連鎖店、鏈條                         | 🏬        | chunks=['ch', 'ain'] | py=ㄑㄟㄣ | theme=shopping | stage=2
 2478 | franchise                      | 加盟                             | 🏬        | chunks=['fran', 'chise'] | py=ㄈㄌㄚㄣ-ㄑㄞㄗ | theme=shopping | stage=3
 2479 | quality                        | 品質                             | ⭐        | chunks=['qual', 'i', 'ty'] | py=ㄎㄨㄛ-ㄌㄜ-ㄊㄧ | theme=shopping | stage=1
 2480 | inventory                      | 庫存                             | 📋        | chunks=['in', 'ven', 'to', 'ry'] | py=ㄧㄣ-ㄈㄣ-ㄊㄜ-ㄌㄧ | theme=shopping | stage=3
 2481 | stock                          | 存貨                             | 📊        | chunks=['st', 'ock'] | py=ㄙㄉㄚㄎ | theme=shopping | stage=1
 2482 | wholesale                      | 批發                             | 🏭        | chunks=['whole', 'sale'] | py=ㄏㄛㄦ-ㄙㄟㄦ | theme=shopping | stage=3
 2483 | retail                         | 零售                             | 🏬        | chunks=['re', 'tail'] | py=ㄌㄧ-ㄊㄟㄦ | theme=shopping | stage=2
 2484 | host                           | 主人                             | 🧑        | chunks=['h', 'ost'] | py=ㄏㄛㄙㄊ | theme=restaurant | stage=2
 2485 | hostess                        | 女主人                            | 👩        | chunks=['host', 'ess'] | py=ㄏㄛㄙ-ㄊㄝㄙ | theme=restaurant | stage=2
 2486 | server                         | 服務生                            | 💁        | chunks=['ser', 'ver'] | py=ㄙㄜ-ㄈㄜ | theme=restaurant | stage=1 base=serve
 2487 | busboy                         | 餐廳助手                           | 🍽️       | chunks=['bus', 'boy'] | py=ㄅㄚㄙ-ㄅㄛㄧ | theme=restaurant | stage=3
 2488 | sommelier                      | 侍酒師                            | 🍷        | chunks=['som', 'me', 'lier'] | py=ㄙㄚ-ㄇㄜ-ㄌㄧㄜ | theme=restaurant | stage=3
 2489 | bartender                      | 調酒師                            | 🍸        | chunks=['bar', 'ten', 'der'] | py=ㄅㄚㄦ-ㄊㄣ-ㄉㄜ | theme=restaurant | stage=2
 2490 | appetizer                      | 開胃菜                            | 🥗        | chunks=['ap', 'pe', 'ti', 'zer'] | py=ㄚ-ㄆㄜ-ㄊㄞ-ㄗㄜ | theme=restaurant | stage=2
 2491 | starter                        | 前菜                             | 🥗        | chunks=['star', 'ter'] | py=ㄙㄉㄚㄦ-ㄊㄜ | theme=restaurant | stage=2 base=start
 2492 | entree                         | 主菜                             | 🍽️       | chunks=['en', 'tree'] | py=ㄢ-ㄊㄌㄟ | theme=restaurant | stage=3
 2493 | maincourse                     | 主菜                             | 🍽️       | chunks=['main', 'course'] | py=ㄇㄟㄣ-ㄎㄛㄦㄙ | theme=restaurant | stage=2
 2494 | sidedish                       | 配菜                             | 🥗        | chunks=['side', 'dish'] | py=ㄙㄞㄉ-ㄉㄧㄒ | theme=restaurant | stage=2
 2495 | brunch                         | 早午餐                            | 🥞        | chunks=['br', 'unch'] | py=ㄅㄌㄚㄣㄑ | theme=restaurant | stage=1
 2496 | supper                         | 晚餐                             | 🍽️       | chunks=['sup', 'per'] | py=ㄙㄚ-ㄆㄜ | theme=restaurant | stage=2
 2497 | picnic                         | 野餐                             | 🧺        | chunks=['pic', 'nic'] | py=ㄆㄧㄎ-ㄋㄧㄎ | theme=restaurant | stage=1
 2498 | takeout                        | 外帶                             | 🥡        | chunks=['take', 'out'] | py=ㄊㄟㄎ-ㄠㄊ | theme=restaurant | stage=1
 2499 | takeaway                       | 外帶                             | 🥡        | chunks=['take', 'a', 'way'] | py=ㄊㄟㄎ-ㄜ-ㄨㄝ | theme=restaurant | stage=1
 2500 | dinein                         | 內用                             | 🍽️       | chunks=['dine', 'in'] | py=ㄉㄞㄣ-ㄧㄣ | theme=restaurant | stage=2
 2501 | drivethru                      | 得來速                            | 🚗        | chunks=['drive', 'thru'] | py=ㄉㄌㄞㄈ-ㄙㄌㄨ | theme=restaurant | stage=2
 2502 | restaurant                     | 餐廳                             | 🍽️       | chunks=['res', 'tau', 'rant'] | py=ㄌㄝㄙ-ㄊㄜ-ㄌㄚㄣㄊ | theme=restaurant | stage=1
 2503 | cuisine                        | 料理                             | 🍴        | chunks=['cui', 'sine'] | py=ㄎㄨㄧ-ㄗㄧㄣ | theme=restaurant | stage=2
 2504 | specialty                      | 招牌菜、專長                         | ⭐        | chunks=['spe', 'cial', 'ty'] | py=ㄙㄆㄝ-ㄒㄦ-ㄊㄧ | theme=restaurant | stage=2
 2505 | check                          | 帳單、結帳                          | 🧾        | chunks=['ch', 'eck'] | py=ㄑㄝㄎ | theme=restaurant | stage=1
 2506 | gratuity                       | 小費                             | 💵        | chunks=['gra', 'tu', 'i', 'ty'] | py=ㄍㄌㄚ-ㄑㄨ-ㄜ-ㄊㄧ | theme=restaurant | stage=3
 2507 | allergy                        | 過敏                             | 🤧        | chunks=['al', 'ler', 'gy'] | py=ㄚ-ㄌㄜ-ㄐㄧ | theme=restaurant | stage=2
 2508 | glutenfree                     | 無麩質                            | 🌾        | chunks=['glu', 'ten', 'free'] | py=ㄍㄌㄨ-ㄊㄣ-ㄈㄌㄧ | theme=restaurant | stage=2
 2509 | vegan                          | 純素                             | 🥬        | chunks=['ve', 'gan'] | py=ㄈㄧ-ㄍㄣ | theme=restaurant | stage=1
 2510 | vegetarian                     | 素食                             | 🥗        | chunks=['veg', 'e', 'tar', 'i', 'an'] | py=ㄈㄝ-ㄐㄜ-ㄊㄝ-ㄌㄧ-ㄣ | theme=restaurant | stage=1
 2511 | kosher                         | 猶太潔食                           | ✡️       | chunks=['ko', 'sher'] | py=ㄎㄛ-ㄒㄜ | theme=restaurant | stage=3
 2512 | halal                          | 清真食物                           | ☪️       | chunks=['ha', 'lal'] | py=ㄏㄜ-ㄌㄚㄦ | theme=restaurant | stage=3
 2513 | savory                         | 鹹的、鹹香的                         | 🍖        | chunks=['sa', 'vo', 'ry'] | py=ㄙㄝ-ㄈㄜ-ㄌㄧ | theme=restaurant | stage=2
 2514 | bitter                         | 苦的                             | 😖        | chunks=['bit', 'ter'] | py=ㄅㄧ-ㄊㄜ | theme=restaurant | stage=1
 2515 | bland                          | 清淡的、沒味道的                       | 😐        | chunks=['bl', 'and'] | py=ㄅㄌㄚㄣㄉ | theme=restaurant | stage=2
 2516 | fastfood                       | 速食                             | 🍔        | chunks=['fast', 'food'] | py=ㄈㄚㄙㄊ-ㄈㄨㄉ | theme=restaurant | stage=1
 2517 | finedining                     | 精緻料理                           | 🍽️       | chunks=['fine', 'din', 'ing'] | py=ㄈㄞㄣ-ㄉㄞ-ㄋㄧㄥ | theme=restaurant | stage=2
 2518 | casual                         | 休閒的、隨意的                        | 👕        | chunks=['ca', 'su', 'al'] | py=ㄎㄚ-ㄓㄨ-ㄦ | theme=restaurant | stage=2
 2519 | formal                         | 正式的                            | 🤵        | chunks=['for', 'mal'] | py=ㄈㄛㄦ-ㄇㄜ | theme=restaurant | stage=1 base=form
 2520 | straw                          | 吸管                             | 🥤        | chunks=['str', 'aw'] | py=ㄙㄉㄌㄛ | theme=restaurant | stage=1
 2521 | banquet                        | 宴會                             | 🎉        | chunks=['ban', 'quet'] | py=ㄅㄢ-ㄎㄨㄝㄊ | theme=restaurant | stage=2
 2522 | feast                          | 盛宴                             | 🍽️       | chunks=['f', 'east'] | py=ㄈㄧㄙㄊ | theme=restaurant | stage=2
 2523 | potluck                        | 百樂宴                            | 🍱        | chunks=['pot', 'luck'] | py=ㄆㄚㄊ-ㄌㄚㄎ | theme=restaurant | stage=3
 2524 | catering                       | 外燴                             | 🍽️       | chunks=['ca', 'ter', 'ing'] | py=ㄎㄟ-ㄊㄜ-ㄧㄥ | theme=restaurant | stage=2
 2525 | caterer                        | 外燴業者                           | 🍽️       | chunks=['ca', 'ter', 'er'] | py=ㄎㄟ-ㄊㄜ-ㄜ | theme=restaurant | stage=3 base=cater
 2526 | dine                           | 用餐                             | 🍽️       | chunks=['d', 'ine'] | py=ㄉㄞㄣ | theme=restaurant | stage=1
 2527 | hotpot                         | 火鍋                             | 🍲        | chunks=['hot', 'pot'] | py=ㄏㄚㄊ-ㄆㄚㄊ | theme=restaurant | stage=1
 2528 | barbecue                       | 燒烤                             | 🍖        | chunks=['bar', 'be', 'cue'] | py=ㄅㄚㄦ-ㄅㄜ-ㄎㄧㄨ | theme=restaurant | stage=1
 2529 | bbq                            | 燒烤                             | 🍖        | chunks=['b', 'b', 'q'] | py=ㄅㄧ-ㄅㄧ-ㄎㄧㄨ | theme=restaurant | stage=1
 2530 | refill                         | 續杯                             | 🥤        | chunks=['re', 'fill'] | py=ㄌㄧ-ㄈㄧㄦ | theme=restaurant | stage=1
 2531 | combo                          | 套餐                             | 🍱        | chunks=['com', 'bo'] | py=ㄎㄚㄇ-ㄅㄛ | theme=restaurant | stage=2
 2532 | special                        | 特餐                             | ⭐        | chunks=['spe', 'cial'] | py=ㄙㄆㄝ-ㄒㄦ | theme=restaurant | stage=1
 2533 | platter                        | 拼盤                             | 🍽️       | chunks=['plat', 'ter'] | py=ㄆㄌㄚ-ㄊㄜ | theme=restaurant | stage=2
 2534 | euro                           | 歐元                             | 💶        | chunks=['eu', 'ro'] | py=ㄧㄨ-ㄌㄛ | theme=money | stage=1
