# 字 0-1499
    0 | bedtime                        | 就寢時間                           | 🛏️🕘      | chunks=['bed', 'time'] | py=ㄅㄝㄉ-ㄊㄞㄇ | theme=phonics-compound | stage=0
  950 | otter                          | 水獺                             | 🦦        | chunks=['ot', 'ter'] | py=ㄚ-ㄊㄜ | theme=animals | stage=2
  951 | beaver                         | 海狸                             | 🦫        | chunks=['bea', 'ver'] | py=ㄅㄧ-ㄈㄜ | theme=animals | stage=2
  952 | bat                            | 蝙蝠                             | 🦇        | chunks=['b', 'at'] | py=ㄅㄚㄊ | theme=animals | stage=0
  953 | mole                           | 鼴鼠                             | 🐀        | chunks=['m', 'ole'] | py=ㄇㄛㄦ | theme=animals | stage=2
  954 | hippo                          | 河馬                             | 🦛        | chunks=['hip', 'po'] | py=ㄏㄧ-ㄆㄛ | theme=animals | stage=1
  955 | rhino                          | 犀牛                             | 🦏        | chunks=['rhi', 'no'] | py=ㄌㄞ-ㄋㄛ | theme=animals | stage=1
  956 | gorilla                        | 大猩猩                            | 🦍        | chunks=['go', 'ril', 'la'] | py=ㄍㄜ-ㄦ-ㄌㄚ | theme=animals | stage=1
  957 | ape                            | 猿                              | 🦧        | chunks=['a', 'pe'] | py=ㄟㄆ | theme=animals | stage=1
  958 | leopard                        | 豹                              | 🐆        | chunks=['leo', 'pard'] | py=ㄌㄝ-ㄆㄜㄉ | theme=animals | stage=1
  959 | cheetah                        | 獵豹                             | 🐆        | chunks=['chee', 'tah'] | py=ㄑㄧ-ㄊㄚ | theme=animals | stage=2
  960 | jaguar                         | 美洲豹                            | 🐆        | chunks=['jag', 'uar'] | py=ㄐㄚ-ㄍㄨㄜ | theme=animals | stage=2
  961 | camel                          | 駱駝                             | 🐪        | chunks=['ca', 'mel'] | py=ㄎㄚ-ㄇㄜ | theme=animals | stage=1
  962 | llama                          | 駱馬                             | 🦙        | chunks=['lla', 'ma'] | py=ㄌㄚ-ㄇㄚ | theme=animals | stage=2
  963 | sloth                          | 樹懶                             | 🦥        | chunks=['sl', 'oth'] | py=ㄙㄌㄚㄙ | theme=animals | stage=2
  964 | possum                         | 負鼠                             | 🐀        | chunks=['pos', 'sum'] | py=ㄆㄚ-ㄙㄚㄇ | theme=animals | stage=3
  965 | eagle                          | 老鷹                             | 🦅        | chunks=['ea', 'gle'] | py=ㄧ-ㄍㄜ | theme=animals | stage=1
  966 | owl                            | 貓頭鷹                            | 🦉        | chunks=['o', 'wl'] | py=ㄠㄦ | theme=animals | stage=0
  967 | hawk                           | 鷹                              | 🦅        | chunks=['h', 'awk'] | py=ㄏㄛㄎ | theme=animals | stage=1
  968 | crow                           | 烏鴉                             | 🐦‍⬛      | chunks=['cr', 'ow'] | py=ㄎㄌㄛ | theme=animals | stage=1
  969 | dove                           | 鴿子                             | 🕊️       | chunks=['d', 'ove'] | py=ㄉㄚㄈ | theme=animals | stage=1
  970 | pigeon                         | 鴿子                             | 🐦        | chunks=['pi', 'geon'] | py=ㄆㄧ-ㄐㄢ | theme=animals | stage=1
  971 | swan                           | 天鵝                             | 🦢        | chunks=['sw', 'an'] | py=ㄙㄨㄚㄣ | theme=animals | stage=1
  972 | peacock                        | 孔雀                             | 🦚        | chunks=['pea', 'cock'] | py=ㄆㄧ-ㄎㄚㄎ | theme=animals | stage=1
  973 | penguin                        | 企鵝                             | 🐧        | chunks=['pen', 'guin'] | py=ㄆㄝㄣ-ㄍㄨㄧㄣ | theme=animals | stage=0
  974 | ostrich                        | 鴕鳥                             | 🦤        | chunks=['os', 'trich'] | py=ㄚ-ㄙㄉㄌㄧㄑ | theme=animals | stage=2
  975 | flamingo                       | 紅鶴                             | 🦩        | chunks=['fla', 'min', 'go'] | py=ㄈㄌㄚ-ㄇㄧㄥ-ㄍㄛ | theme=animals | stage=1
  976 | sparrow                        | 麻雀                             | 🐦        | chunks=['spar', 'row'] | py=ㄙㄆㄚ-ㄌㄛ | theme=animals | stage=2
  977 | shark                          | 鯊魚                             | 🦈        | chunks=['sh', 'ark'] | py=ㄒㄚㄦㄎ | theme=animals | stage=0
  978 | whale                          | 鯨魚                             | 🐳        | chunks=['wh', 'ale'] | py=ㄨㄟㄦ | theme=animals | stage=1
  979 | dolphin                        | 海豚                             | 🐬        | chunks=['dol', 'phin'] | py=ㄉㄚㄦ-ㄈㄧㄣ | theme=animals | stage=1
  980 | octopus                        | 章魚                             | 🐙        | chunks=['oc', 'to', 'pus'] | py=ㄚㄎ-ㄊㄛ-ㄆㄚㄙ | theme=animals | stage=1
  981 | crab                           | 螃蟹                             | 🦀        | chunks=['cr', 'ab'] | py=ㄎㄌㄚㄅ | theme=animals | stage=0
  982 | lobster                        | 龍蝦                             | 🦞        | chunks=['lob', 'ster'] | py=ㄌㄚㄅ-ㄙㄉㄜ | theme=animals | stage=1
  983 | shrimp                         | 蝦                              | 🦐        | chunks=['shr', 'imp'] | py=ㄒㄌㄧㄇㄆ | theme=animals | stage=1
  984 | jellyfish                      | 水母                             | 🪼        | chunks=['jel', 'ly', 'fish'] | py=ㄐㄝ-ㄌㄧ-ㄈㄧㄒ | theme=animals | stage=1
  985 | starfish                       | 海星                             | ⭐        | chunks=['star', 'fish'] | py=ㄙㄉㄚㄦ-ㄈㄧㄒ | theme=animals | stage=1
  986 | seal                           | 海豹                             | 🦭        | chunks=['s', 'eal'] | py=ㄒㄧㄦ | theme=animals | stage=1
  987 | seahorse                       | 海馬                             | 🐠        | chunks=['sea', 'horse'] | py=ㄒㄧ-ㄏㄛㄦㄙ | theme=animals | stage=1
  988 | eel                            | 鰻                              | 🐍        | chunks=['e', 'el'] | py=ㄧㄦ | theme=animals | stage=2
  989 | snake                          | 蛇                              | 🐍        | chunks=['sn', 'ake'] | py=ㄙㄋㄟㄎ | theme=animals | stage=0
  990 | lizard                         | 蜥蜴                             | 🦎        | chunks=['liz', 'ard'] | py=ㄌㄧ-ㄗㄜㄉ | theme=animals | stage=1
  991 | crocodile                      | 鱷魚                             | 🐊        | chunks=['croc', 'o', 'dile'] | py=ㄎㄌㄚ-ㄎㄜ-ㄉㄞㄦ | theme=animals | stage=1
  992 | alligator                      | 短吻鱷                            | 🐊        | chunks=['al', 'li', 'ga', 'tor'] | py=ㄚ-ㄌㄧ-ㄍㄟ-ㄊㄜ | theme=animals | stage=2
  993 | gecko                          | 壁虎                             | 🦎        | chunks=['gec', 'ko'] | py=ㄍㄝ-ㄎㄛ | theme=animals | stage=2
  994 | chameleon                      | 變色龍                            | 🦎        | chunks=['cha', 'me', 'le', 'on'] | py=ㄎㄚ-ㄇㄧ-ㄌㄧ-ㄢ | theme=animals | stage=2
  995 | toad                           | 蟾蜍                             | 🐸        | chunks=['t', 'oad'] | py=ㄊㄛㄉ | theme=animals | stage=1
  996 | bee                            | 蜜蜂                             | 🐝        | chunks=['b', 'ee'] | py=ㄅㄧ | theme=animals | stage=0 [有易混提示]
  997 | ant                            | 螞蟻                             | 🐜        | chunks=['a', 'nt'] | py=ㄢㄊ | theme=animals | stage=0
  998 | butterfly                      | 蝴蝶                             | 🦋        | chunks=['but', 'ter', 'fly'] | py=ㄅㄚ-ㄊㄜ-ㄈㄌㄞ | theme=animals | stage=0
  999 | spider                         | 蜘蛛                             | 🕷️       | chunks=['spi', 'der'] | py=ㄙㄆㄞ-ㄉㄜ | theme=animals | stage=0
 1000 | mosquito                       | 蚊子                             | 🦟        | chunks=['mos', 'qui', 'to'] | py=ㄇㄚㄙ-ㄎㄧ-ㄊㄛ | theme=animals | stage=1
 1001 | ladybug                        | 瓢蟲                             | 🐞        | chunks=['la', 'dy', 'bug'] | py=ㄌㄟ-ㄉㄧ-ㄅㄚㄍ | theme=animals | stage=1
 1002 | dragonfly                      | 蜻蜓                             | 🦟        | chunks=['dra', 'gon', 'fly'] | py=ㄉㄌㄚ-ㄍㄢ-ㄈㄌㄞ | theme=animals | stage=2
 1003 | beetle                         | 甲蟲                             | 🪲        | chunks=['bee', 'tle'] | py=ㄅㄧ-ㄉㄜ | theme=animals | stage=2
 1004 | caterpillar                    | 毛毛蟲                            | 🐛        | chunks=['ca', 'ter', 'pil', 'lar'] | py=ㄎㄚ-ㄊㄜ-ㄆㄧ-ㄌㄜ | theme=animals | stage=2
 1005 | snail                          | 蝸牛                             | 🐌        | chunks=['sn', 'ail'] | py=ㄙㄋㄟㄦ | theme=animals | stage=1
 1006 | worm                           | 蟲                              | 🪱        | chunks=['w', 'orm'] | py=ㄨㄜㄇ | theme=animals | stage=0
 1007 | moth                           | 飛蛾                             | 🦋        | chunks=['m', 'oth'] | py=ㄇㄚㄙ | theme=animals | stage=1
 1008 | wasp                           | 黃蜂                             | 🐝        | chunks=['w', 'asp'] | py=ㄨㄚㄙㄆ | theme=animals | stage=2
 1009 | cockroach                      | 蟑螂                             | 🪳        | chunks=['cock', 'roach'] | py=ㄎㄚㄎ-ㄌㄛㄑ | theme=animals | stage=1
 1010 | scorpion                       | 蠍子                             | 🦂        | chunks=['scor', 'pi', 'on'] | py=ㄙㄎㄛ-ㄆㄧ-ㄢ | theme=animals | stage=2
 1011 | cod                            | 鱈魚                             | 🐟        | chunks=['c', 'od'] | py=ㄎㄚㄉ | theme=animals | stage=2
 1012 | jacket                         | 夾克                             | 🧥        | chunks=['jac', 'ket'] | py=ㄐㄚ-ㄎㄝㄊ | theme=clothing | stage=0
 1013 | sweater                        | 毛衣                             | 🧶        | chunks=['swea', 'ter'] | py=ㄙㄨㄝ-ㄊㄜ | theme=clothing | stage=0
 1014 | jeans                          | 牛仔褲                            | 👖        | chunks=['j', 'eans'] | py=ㄐㄧㄣㄗ | theme=clothing | stage=0
 1015 | shorts                         | 短褲                             | 🩳        | chunks=['sh', 'orts'] | py=ㄒㄛㄦㄗ | theme=clothing | stage=0
 1016 | skirt                          | 裙子                             | 👗        | chunks=['sk', 'irt'] | py=ㄙㄎㄜㄦㄊ | theme=clothing | stage=0
 1017 | blouse                         | 女上衣                            | 👚        | chunks=['bl', 'ouse'] | py=ㄅㄌㄠㄗ | theme=clothing | stage=1
 1018 | suit                           | 西裝                             | 🤵        | chunks=['s', 'uit'] | py=ㄙㄨㄊ | theme=clothing | stage=1
 1019 | tie                            | 領帶                             | 👔        | chunks=['t', 'ie'] | py=ㄊㄞ | theme=clothing | stage=0
 1020 | underwear                      | 內衣                             | 🩲        | chunks=['un', 'der', 'wear'] | py=ㄚㄣ-ㄉㄜ-ㄨㄝㄜ | theme=clothing | stage=1
 1021 | bra                            | 胸罩                             | 👙        | chunks=['br', 'a'] | py=ㄅㄌㄚ | theme=clothing | stage=1
 1022 | pajamas                        | 睡衣                             | 🛌        | chunks=['pa', 'ja', 'mas'] | py=ㄆㄚ-ㄐㄚ-ㄇㄚㄗ | theme=clothing | stage=1
 1023 | uniform                        | 制服                             | 👮        | chunks=['u', 'ni', 'form'] | py=ㄧㄨ-ㄋㄧ-ㄈㄛㄦㄇ | theme=clothing | stage=1
 1024 | cap                            | 鴨舌帽                            | 🧢        | chunks=['c', 'ap'] | py=ㄎㄚㄆ | theme=clothing | stage=0
 1025 | helmet                         | 安全帽                            | ⛑️       | chunks=['hel', 'met'] | py=ㄏㄝㄦ-ㄇㄝㄊ | theme=clothing | stage=1
 1026 | boots                          | 靴子                             | 🥾        | chunks=['b', 'oots'] | py=ㄅㄨㄗ | theme=clothing | stage=0
 1027 | sandals                        | 涼鞋                             | 👡        | chunks=['san', 'dals'] | py=ㄙㄢ-ㄉㄜㄗ | theme=clothing | stage=1
 1028 | slippers                       | 拖鞋                             | 🩴        | chunks=['slip', 'pers'] | py=ㄙㄌㄧ-ㄆㄜㄗ | theme=clothing | stage=1
 1029 | heels                          | 高跟鞋                            | 👠        | chunks=['h', 'eels'] | py=ㄏㄧㄦㄗ | theme=clothing | stage=1
 1030 | sneakers                       | 運動鞋                            | 👟        | chunks=['snea', 'kers'] | py=ㄙㄋㄧ-ㄎㄜㄗ | theme=clothing | stage=1
 1031 | tights                         | 褲襪                             | 🧦        | chunks=['t', 'ights'] | py=ㄊㄞㄊㄙ | theme=clothing | stage=2
