# 字 4500-5999
 4500 | steppe                         | 大草原                            | 🌾        | chunks=['st', 'eppe'] | py=ㄙㄉㄝㄆ | theme=geography | stage=3
 5435 | intelligence                   | 智慧                             | 🧠        | chunks=['in', 'tel', 'li', 'gence'] | py=ㄧㄣ-ㄊㄝ-ㄌㄜ-ㄐㄣㄙ | theme=academic-words | stage=2
 5436 | migrate                        | 遷徙                             | 🦅        | chunks=['mi', 'grate'] | py=ㄇㄞ-ㄍㄖㄟㄊ | theme=academic-words | stage=3
 5437 | minimum                        | 最小值、最低限度                       | 🔽        | chunks=['min', 'i', 'mum'] | py=ㄇㄧ-ㄋㄜ-ㄇㄚㄇ | theme=academic-words | stage=2
 5438 | ministry                       | 部會                             | 🏛️       | chunks=['min', 'is', 'try'] | py=ㄇㄧ-ㄋㄜ-ㄙㄊㄖㄧ | theme=academic-words | stage=3
 5439 | motive                         | 動機                             | 💭        | chunks=['mo', 'tive'] | py=ㄇㄛ-ㄊㄧㄈ | theme=academic-words | stage=2
 5440 | precede                        | 先於                             | ⏮️       | chunks=['pre', 'cede'] | py=ㄆㄖㄧ-ㄙㄧㄉ | theme=academic-words | stage=4 [有易混提示]
 5441 | presume                        | 推定                             | 💭        | chunks=['pre', 'sume'] | py=ㄆㄖㄜ-ㄗㄩㄇ | theme=academic-words | stage=3
 5442 | reveal                         | 揭示                             | 🔓        | chunks=['re', 'veal'] | py=ㄖㄜ-ㄨㄧㄛ | theme=academic-words | stage=2
 5443 | scope                          | 範圍                             | 🔭        | chunks=['sc', 'ope'] | py=ㄙㄎㄛㄆ | theme=academic-words | stage=3
 5444 | trace                          | 追蹤                             | 🔍        | chunks=['tr', 'ace'] | py=ㄊㄖㄟㄙ | theme=academic-words | stage=2
 5445 | transform                      | 轉變                             | 🦋        | chunks=['trans', 'form'] | py=ㄊㄖㄢㄙ-ㄈㄛㄜㄇ | theme=academic-words | stage=2
 5446 | transport                      | 運輸                             | 🚚        | chunks=['trans', 'port'] | py=ㄊㄖㄢㄙ-ㄆㄛㄜㄊ | theme=academic-words | stage=2
 5447 | underlie                       | 成為基礎                           | 🧱        | chunks=['un', 'der', 'lie'] | py=ㄚㄣ-ㄉㄜ-ㄌㄞ | theme=academic-words | stage=4
 5448 | utilize                        | 利用                             | 🛠️       | chunks=['u', 'ti', 'lize'] | py=ㄩ-ㄊㄜ-ㄌㄞㄗ | theme=academic-words | stage=3
 5449 | adapt                          | 適應                             | 🦎        | chunks=['a', 'dapt'] | py=ㄜ-ㄉㄚㄆㄊ | theme=academic-words | stage=2
 5450 | advocate                       | 提倡                             | 📢        | chunks=['ad', 'vo', 'cate'] | py=ㄚㄉ-ㄨㄛ-ㄎㄝㄊ | theme=academic-words | stage=3
 5451 | aid                            | 幫助                             | 🆘        | chunks=['a', 'id'] | py=ㄝㄉ | theme=academic-words | stage=1
 5452 | chemical                       | 化學的                            | ⚗️       | chunks=['chem', 'i', 'cal'] | py=ㄎㄝ-ㄇㄜ-ㄎㄛ | theme=academic-words | stage=2
 5453 | classic                        | 經典的                            | 🏛️       | chunks=['clas', 'sic'] | py=ㄎㄌㄚ-ㄙㄧㄎ | theme=academic-words | stage=1 [有易混提示]
 5454 | comprehensive                  | 全面的                            | 🌐        | chunks=['com', 'pre', 'hen', 'sive'] | py=ㄎㄚㄇ-ㄆㄖㄜ-ㄏㄣ-ㄙㄧㄈ | theme=academic-words | stage=3
 5455 | comprise                       | 包含                             | 🔗        | chunks=['com', 'prise'] | py=ㄎㄜㄇ-ㄆㄖㄞㄗ | theme=academic-words | stage=3 [有易混提示]
 5456 | confirm                        | 確認                             | ✅        | chunks=['con', 'firm'] | py=ㄎㄣ-ㄈㄜㄜㄇ | theme=academic-words | stage=2
 5457 | contrary                       | 相反的                            | ↔️       | chunks=['con', 'tra', 'ry'] | py=ㄎㄚㄣ-ㄊㄖㄜ-ㄖㄧ | theme=academic-words | stage=3
 5458 | convert                        | 轉換                             | 🔄        | chunks=['con', 'vert'] | py=ㄎㄣ-ㄨㄜㄜㄊ | theme=academic-words | stage=2
 5459 | definite                       | 明確的                            | ✅        | chunks=['def', 'i', 'nite'] | py=ㄉㄝ-ㄈㄜ-ㄋㄧㄊ | theme=academic-words | stage=2
 5460 | deny                           | 否認                             | 🙅        | chunks=['de', 'ny'] | py=ㄉㄜ-ㄋㄞ | theme=academic-words | stage=2
 5461 | differentiate                  | 區別                             | ⚖️       | chunks=['dif', 'fer', 'en', 'ti', 'ate'] | py=ㄉㄧ-ㄈㄜ-ㄖㄣ-ㄒㄧ-ㄝㄊ | theme=academic-words | stage=3
 5462 | dispose                        | 處置                             | 🗑️       | chunks=['dis', 'pose'] | py=ㄉㄧㄙ-ㄆㄛㄗ | theme=academic-words | stage=3
 5463 | dynamic                        | 動態的                            | ⚡        | chunks=['dy', 'nam', 'ic'] | py=ㄉㄞ-ㄋㄚ-ㄇㄧㄎ | theme=academic-words | stage=2
 5464 | eliminate                      | 消除                             | ❌        | chunks=['e', 'lim', 'i', 'nate'] | py=ㄜ-ㄌㄧ-ㄇㄜ-ㄋㄟㄊ | theme=academic-words | stage=2
 5465 | empirical                      | 經驗的                            | 🔬        | chunks=['em', 'pir', 'i', 'cal'] | py=ㄣ-ㄆㄧ-ㄖㄜ-ㄎㄛ | theme=academic-words | stage=4
 5466 | equip                          | 裝備                             | 🛠️       | chunks=['e', 'quip'] | py=ㄜ-ㄎㄨㄧㄆ | theme=academic-words | stage=2
 5467 | extract                        | 提取                             | ⛏️       | chunks=['ex', 'tract'] | py=ㄝㄎ-ㄙㄊㄖㄚㄎㄊ | theme=academic-words | stage=3
 5468 | finite                         | 有限的                            | 🔢        | chunks=['fi', 'nite'] | py=ㄈㄞ-ㄋㄞㄊ | theme=academic-words | stage=3
 5469 | globe                          | 地球                             | 🌍        | chunks=['gl', 'obe'] | py=ㄍㄌㄛㄅ | theme=academic-words | stage=1
 5470 | guarantee                      | 保證                             | 📜        | chunks=['guar', 'an', 'tee'] | py=ㄍㄚ-ㄖㄣ-ㄊㄧ | theme=academic-words | stage=2
 5471 | hierarchy                      | 階層                             | 🏛️       | chunks=['hi', 'er', 'ar', 'chy'] | py=ㄏㄞ-ㄜ-ㄚ-ㄎㄧ | theme=academic-words | stage=3
 5472 | identical                      | 相同的                            | 👯        | chunks=['i', 'den', 'ti', 'cal'] | py=ㄞ-ㄉㄣ-ㄊㄜ-ㄎㄛ | theme=academic-words | stage=2
 5473 | infer                          | 推論                             | 🔍        | chunks=['in', 'fer'] | py=ㄧㄣ-ㄈㄜ | theme=academic-words | stage=3 [有易混提示]
 5474 | insert                         | 插入                             | 📥        | chunks=['in', 'sert'] | py=ㄧㄣ-ㄙㄜㄜㄊ | theme=academic-words | stage=2
 5475 | intervene                      | 介入                             | 🤝        | chunks=['in', 'ter', 'vene'] | py=ㄧㄣ-ㄊㄜ-ㄨㄧㄣ | theme=academic-words | stage=3
 5476 | isolate                        | 隔離                             | 🏝️       | chunks=['i', 'so', 'late'] | py=ㄞ-ㄙㄛ-ㄌㄟㄊ | theme=academic-words | stage=2
 5477 | paradigm                       | 典範                             | 🧩        | chunks=['par', 'a', 'digm'] | py=ㄆㄚ-ㄖㄜ-ㄉㄞㄇ | theme=academic-words | stage=4
 5478 | phenomenon                     | 現象                             | 🌟        | chunks=['phe', 'nom', 'e', 'non'] | py=ㄈㄜ-ㄋㄚ-ㄇㄜ-ㄋㄚㄣ | theme=academic-words | stage=3
 5479 | priority                       | 優先事項                           | 🥇        | chunks=['pri', 'or', 'i', 'ty'] | py=ㄆㄖㄞ-ㄛ-ㄖㄜ-ㄊㄧ | theme=academic-words | stage=2
 5480 | prohibit                       | 禁止                             | 🚫        | chunks=['pro', 'hib', 'it'] | py=ㄆㄖㄛ-ㄏㄧ-ㄅㄧㄊ | theme=academic-words | stage=3
 5481 | reverse                        | 反轉                             | 🔄        | chunks=['re', 'verse'] | py=ㄖㄜ-ㄨㄜㄜㄙ | theme=academic-words | stage=2
 5482 | simulate                       | 模擬                             | 🎮        | chunks=['sim', 'u', 'late'] | py=ㄒㄧ-ㄇㄩ-ㄌㄟㄊ | theme=academic-words | stage=3
 5483 | submit                         | 提交                             | 📤        | chunks=['sub', 'mit'] | py=ㄙㄚㄅ-ㄇㄧㄊ | theme=academic-words | stage=2
 5484 | successor                      | 繼承者                            | 👑        | chunks=['suc', 'ces', 'sor'] | py=ㄙㄜㄎ-ㄙㄝ-ㄙㄜ | theme=academic-words | stage=3
 5485 | survive                        | 存活                             | 🌱        | chunks=['sur', 'vive'] | py=ㄙㄜ-ㄨㄞㄈ | theme=academic-words | stage=2
 5486 | topic                          | 主題                             | 📋        | chunks=['top', 'ic'] | py=ㄊㄚ-ㄆㄧㄎ | theme=academic-words | stage=1
 5487 | transmit                       | 傳送                             | 📡        | chunks=['trans', 'mit'] | py=ㄊㄖㄢㄙ-ㄇㄧㄊ | theme=academic-words | stage=3
 5488 | ultimate                       | 終極的                            | 🏆        | chunks=['ul', 'ti', 'mate'] | py=ㄚㄛ-ㄊㄜ-ㄇㄝㄊ | theme=academic-words | stage=2
 5489 | visible                        | 可見的                            | 👁️       | chunks=['vis', 'i', 'ble'] | py=ㄨㄧ-ㄗㄜ-ㄅㄛ | theme=academic-words | stage=2 base=vise
 5490 | voluntary                      | 自願的                            | 🙋        | chunks=['vol', 'un', 'tar', 'y'] | py=ㄨㄚ-ㄌㄣ-ㄊㄝ-ㄧ | theme=academic-words | stage=3
 5491 | abandon                        | 放棄                             | 🚪        | chunks=['a', 'ban', 'don'] | py=ㄜ-ㄅㄢ-ㄉㄣ | theme=academic-words | stage=2
 5492 | accompany                      | 陪伴                             | 🤝        | chunks=['ac', 'com', 'pa', 'ny'] | py=ㄜ-ㄎㄚㄇ-ㄆㄜ-ㄋㄧ | theme=academic-words | stage=2
 5493 | accumulate                     | 累積                             | 📈        | chunks=['ac', 'cu', 'mu', 'late'] | py=ㄜ-ㄎㄩ-ㄇㄩ-ㄌㄟㄊ | theme=academic-words | stage=3
 5494 | ambiguous                      | 模糊的                            | ❓        | chunks=['am', 'big', 'u', 'ous'] | py=ㄚㄇ-ㄅㄧ-ㄍㄩ-ㄜㄙ | theme=academic-words | stage=3
 5495 | append                         | 附加                             | 📎        | chunks=['ap', 'pend'] | py=ㄜ-ㄆㄣㄉ | theme=academic-words | stage=4
 5496 | appreciate                     | 感謝                             | 🙏        | chunks=['ap', 'pre', 'ci', 'ate'] | py=ㄜ-ㄆㄖㄧ-ㄒㄧ-ㄝㄊ | theme=academic-words | stage=2
 5497 | arbitrary                      | 任意的                            | 🎲        | chunks=['ar', 'bi', 'tra', 'ry'] | py=ㄚ-ㄅㄜ-ㄊㄖㄝ-ㄖㄧ | theme=academic-words | stage=4
 5498 | automate                       | 自動化                            | 🤖        | chunks=['au', 'to', 'mate'] | py=ㄛ-ㄊㄛ-ㄇㄟㄊ | theme=academic-words | stage=2
 5499 | clarify                        | 澄清                             | 💡        | chunks=['clar', 'i', 'fy'] | py=ㄎㄌㄚ-ㄖㄜ-ㄈㄞ | theme=academic-words | stage=2
 5500 | complement                     | 互補                             | 🤝        | chunks=['com', 'ple', 'ment'] | py=ㄎㄚㄇ-ㄆㄌㄜ-ㄇㄣㄊ | theme=academic-words | stage=3 [有易混提示]
 5501 | conform                        | 遵從                             | ✅        | chunks=['con', 'form'] | py=ㄎㄣ-ㄈㄛㄜㄇ | theme=academic-words | stage=3
 5502 | contradict                     | 矛盾                             | ⚔️       | chunks=['con', 'tra', 'dict'] | py=ㄎㄚㄣ-ㄊㄖㄜ-ㄉㄧㄎㄊ | theme=academic-words | stage=3
 5503 | crucial                        | 關鍵的                            | 🔑        | chunks=['cru', 'cial'] | py=ㄎㄖㄨ-ㄒㄛ | theme=academic-words | stage=2
 5504 | denote                         | 表示                             | 📝        | chunks=['de', 'note'] | py=ㄉㄧ-ㄋㄛㄊ | theme=academic-words | stage=4
 5505 | detect                         | 偵測                             | 🔍        | chunks=['de', 'tect'] | py=ㄉㄜ-ㄊㄝㄎㄊ | theme=academic-words | stage=2
 5506 | deviate                        | 偏離                             | ↪️       | chunks=['de', 'vi', 'ate'] | py=ㄉㄧ-ㄨㄧ-ㄝㄊ | theme=academic-words | stage=4
 5507 | displace                       | 取代                             | 🔄        | chunks=['dis', 'place'] | py=ㄉㄧㄙ-ㄆㄌㄟㄙ | theme=academic-words | stage=3
 5508 | eventual                       | 最終的                            | 🏁        | chunks=['e', 'ven', 'tu', 'al'] | py=ㄜ-ㄨㄣ-ㄔㄩ-ㄛ | theme=academic-words | stage=3
 5509 | exploit                        | 利用                             | ⛏️       | chunks=['ex', 'ploit'] | py=ㄝㄎ-ㄙㄆㄌㄛㄧㄊ | theme=academic-words | stage=3
 5510 | fluctuate                      | 波動                             | 📊        | chunks=['fluc', 'tu', 'ate'] | py=ㄈㄌㄚㄎ-ㄔㄩ-ㄝㄊ | theme=academic-words | stage=4
 5511 | guideline                      | 準則                             | 📏        | chunks=['guide', 'line'] | py=ㄍㄞㄉ-ㄌㄞㄣ | theme=academic-words | stage=2
 5512 | highlight                      | 強調                             | ✨        | chunks=['high', 'light'] | py=ㄏㄞ-ㄌㄞㄊ | theme=academic-words | stage=2
 5513 | implicit                       | 含蓄的                            | 💭        | chunks=['im', 'plic', 'it'] | py=ㄧㄇ-ㄆㄌㄧ-ㄙㄧㄊ | theme=academic-words | stage=3
 5514 | induce                         | 誘發                             | ⚡        | chunks=['in', 'duce'] | py=ㄧㄣ-ㄉㄩㄙ | theme=academic-words | stage=4
 5515 | inevitable                     | 不可避免的                          | ⚠️       | chunks=['in', 'ev', 'i', 'ta', 'ble'] | py=ㄧㄣ-ㄝ-ㄨㄜ-ㄊㄜ-ㄅㄛ | theme=academic-words | stage=3
